"idCamion","descanso"
A104096A,"8/8/2022"
A104161B,"8/7/2022"
A104161C,"8/8/2022"
A104403D,"8/8/2022"
A104715A,"8/8/2022"
A104715B,"8/7/2022"
A104715C,"8/8/2022"
A104715D,"8/7/2022"
A104715E,"8/8/2022"
A104877A,"8/9/2022"
A104877C,"8/7/2022"
A104887A,"8/9/2022"
A104967A,"8/8/2022"
A104967B,"8/7/2022"
A104967C,"8/8/2022"
A105422A,"8/9/2022"
A106022A,"8/7/2022"
A106058D,"8/7/2022"
A106058E,"8/7/2022"
A106626A,"8/8/2022"
A106626B,"8/7/2022"
A107070A,"8/7/2022"
A108122A,"8/7/2022"
A109742A,"8/9/2022"
A109742B,"8/7/2022"
A110372A,"8/8/2022"
A110372B,"8/9/2022"
A110385A,"8/7/2022"
A111002A,"8/9/2022"
A112522A,"8/9/2022"
A113290A,"8/7/2022"
A113734C,"8/9/2022"
A114833A,"8/7/2022"
A115178B,"8/8/2022"
A115178C,"8/9/2022"
A115178D,"8/7/2022"
A115901A,"8/7/2022"
A116776A,"8/8/2022"
A118173B,"8/9/2022"
A119269A,"8/9/2022"
A120540A,"8/9/2022"
A120540B,"8/7/2022"
A121152A,"8/8/2022"
A121152B,"8/7/2022"
A121152D,"8/9/2022"
A121485A,"8/8/2022"
A121837A,"8/7/2022"
A121837B,"8/7/2022"
A121944A,"8/9/2022"
A122190B,"8/8/2022"
A123070A,"8/7/2022"
A123070B,"8/7/2022"
A124517A,"8/8/2022"
A125695A,"8/9/2022"
A125695B,"8/8/2022"
A125695C,"8/8/2022"
A125990A,"8/7/2022"
A126065A,"8/9/2022"
A127343A,"8/8/2022"
A127796A,"8/9/2022"
A127810A,"8/9/2022"
A127898A,"8/7/2022"
A127958B,"8/8/2022"
A128208A,"8/9/2022"
A129527A,"8/9/2022"
A129527B,"8/8/2022"
A129757A,"8/9/2022"
A129921A,"8/9/2022"
A130458A,"8/8/2022"
A130974A,"8/9/2022"
A139955A,"8/8/2022"
A140758A,"8/8/2022"
AA9001A,"8/8/2022"
AA9001B,"8/7/2022"
AA9001C,"8/9/2022"
AA9001D,"8/9/2022"
AA9001E,"8/8/2022"
AA9001F,"8/8/2022"
AA9001G,"8/9/2022"
AA9001H,"8/9/2022"
A101602A,"8/12/2022"
A101602B,"8/11/2022"
A101602D,"8/11/2022"
A102879A,"8/11/2022"
A102879B,"8/12/2022"
A102966A,"8/12/2022"
A102978A,"8/11/2022"
A103296A,"8/12/2022"
A103304A,"8/11/2022"
A103328A,"8/12/2022"
A103451A,"8/12/2022"
A103451B,"8/11/2022"
A103451C,"8/12/2022"
A103451D,"8/11/2022"
A103451E,"8/11/2022"
A103451F,"8/12/2022"
A103451G,"8/11/2022"
A103628A,"8/12/2022"
A103652A,"8/12/2022"
A103698A,"8/11/2022"
A103761A,"8/12/2022"
A103761D,"8/12/2022"
A103811A,"8/11/2022"
A103811B,"8/12/2022"
A103811C,"8/12/2022"
A103811D,"8/11/2022"
A103958A,"8/11/2022"
A104096A,"8/11/2022"
A104161B,"8/11/2022"
A104161C,"8/12/2022"
A104403D,"8/12/2022"
A104715A,"8/11/2022"
A104715B,"8/12/2022"
A104715C,"8/12/2022"
A104715D,"8/11/2022"
A104715E,"8/11/2022"
A104877A,"8/12/2022"
A104877C,"8/12/2022"
A104887A,"8/12/2022"
A104967A,"8/11/2022"
A104967B,"8/11/2022"
A104967C,"8/12/2022"
A105422A,"8/11/2022"
A106022A,"8/11/2022"
A106058D,"8/12/2022"
A106058E,"8/12/2022"
A106626A,"8/12/2022"
A106626B,"8/11/2022"
A107070A,"8/11/2022"
A108122A,"8/11/2022"
A109742A,"8/12/2022"
A109742B,"8/12/2022"
A110372A,"8/12/2022"
A110372B,"8/12/2022"
A110385A,"8/12/2022"
A111002A,"8/12/2022"
A112522A,"8/11/2022"
A113290A,"8/12/2022"
A113734C,"8/12/2022"
A114833A,"8/11/2022"
A115178B,"8/11/2022"
A115178C,"8/11/2022"
A115178D,"8/12/2022"
A115901A,"8/12/2022"
A116776A,"8/11/2022"
A118173B,"8/11/2022"
A119269A,"8/12/2022"
A120540A,"8/12/2022"
A120540B,"8/12/2022"
A121152A,"8/12/2022"
A121152B,"8/11/2022"
A121152D,"8/12/2022"
A121485A,"8/12/2022"
A121837A,"8/11/2022"
A121837B,"8/12/2022"
A121944A,"8/11/2022"
A122190B,"8/11/2022"
A123070A,"8/12/2022"
A123070B,"8/12/2022"
A124517A,"8/12/2022"
A125695A,"8/12/2022"
A125695B,"8/11/2022"
A125695C,"8/11/2022"
A125990A,"8/12/2022"
A126065A,"8/12/2022"
A127343A,"8/11/2022"
A127796A,"8/11/2022"
A127810A,"8/11/2022"
A127898A,"8/11/2022"
A127958B,"8/12/2022"
A128208A,"8/12/2022"
A129527A,"8/12/2022"
A129527B,"8/11/2022"
A129757A,"8/12/2022"
A129921A,"8/12/2022"
A130458A,"8/11/2022"
A130974A,"8/11/2022"
A139955A,"8/11/2022"
A140758A,"8/12/2022"
AA9001A,"8/12/2022"
AA9001B,"8/11/2022"
AA9001C,"8/12/2022"
AA9001D,"8/12/2022"
AA9001E,"8/12/2022"
AA9001F,"8/12/2022"
AA9001G,"8/11/2022"
AA9001H,"8/12/2022"
A101602A,"8/15/2022"
A101602B,"8/14/2022"
A101602D,"8/14/2022"
A102879A,"8/16/2022"
A102879B,"8/14/2022"
A102966A,"8/15/2022"
A102978A,"8/16/2022"
A103296A,"8/16/2022"
A103304A,"8/15/2022"
A103328A,"8/16/2022"
A103451A,"8/16/2022"
A103451B,"8/15/2022"
A103451C,"8/15/2022"
A103451D,"8/14/2022"
A103451E,"8/15/2022"
A103451F,"8/16/2022"
A103451G,"8/14/2022"
A103628A,"8/14/2022"
A103652A,"8/16/2022"
A103698A,"8/15/2022"
A103761A,"8/14/2022"
A103761D,"8/14/2022"
A103811A,"8/14/2022"
A103811B,"8/14/2022"
A103811C,"8/15/2022"
A103811D,"8/14/2022"
A103958A,"8/16/2022"
A104096A,"8/16/2022"
A104161B,"8/14/2022"
A104161C,"8/15/2022"
A104403D,"8/15/2022"
A104715A,"8/15/2022"
A104715B,"8/15/2022"
A104715C,"8/16/2022"
A104715D,"8/14/2022"
A104715E,"8/14/2022"
A104877A,"8/15/2022"
A104877C,"8/14/2022"
A104887A,"8/15/2022"
A104967A,"8/15/2022"
A104967B,"8/14/2022"
A104967C,"8/14/2022"
A105422A,"8/14/2022"
A106022A,"8/15/2022"
A106058D,"8/14/2022"
A106058E,"8/14/2022"
A106626A,"8/14/2022"
A106626B,"8/14/2022"
A107070A,"8/14/2022"
A108122A,"8/16/2022"
A109742A,"8/15/2022"
A109742B,"8/15/2022"
A110372A,"8/15/2022"
A110372B,"8/15/2022"
A110385A,"8/16/2022"
A111002A,"8/15/2022"
A112522A,"8/14/2022"
A113290A,"8/14/2022"
A113734C,"8/14/2022"
A114833A,"8/15/2022"
A115178B,"8/15/2022"
A115178C,"8/14/2022"
A115178D,"8/15/2022"
A115901A,"8/14/2022"
A116776A,"8/16/2022"
A118173B,"8/15/2022"
A119269A,"8/16/2022"
A120540A,"8/16/2022"
A120540B,"8/16/2022"
A121152A,"8/15/2022"
A121152B,"8/14/2022"
A121152D,"8/14/2022"
A121485A,"8/16/2022"
A121837A,"8/15/2022"
A121837B,"8/14/2022"
A121944A,"8/14/2022"
A122190B,"8/14/2022"
A123070A,"8/16/2022"
A123070B,"8/14/2022"
A124517A,"8/14/2022"
A125695A,"8/16/2022"
A125695B,"8/16/2022"
A125695C,"8/14/2022"
A125990A,"8/14/2022"
A126065A,"8/14/2022"
A127343A,"8/15/2022"
A127796A,"8/14/2022"
A127810A,"8/14/2022"
A127898A,"8/14/2022"
A127958B,"8/14/2022"
A128208A,"8/16/2022"
A129527A,"8/14/2022"
A129527B,"8/15/2022"
A129757A,"8/15/2022"
A129921A,"8/15/2022"
A130458A,"8/15/2022"
A130974A,"8/16/2022"
A139955A,"8/14/2022"
A140758A,"8/15/2022"
AA9001A,"8/15/2022"
AA9001B,"8/14/2022"
AA9001C,"8/16/2022"
AA9001D,"8/16/2022"
AA9001E,"8/15/2022"
AA9001F,"8/14/2022"
AA9001G,"8/14/2022"
AA9001H,"8/15/2022"
A101602A,"8/18/2022"
A101602B,"8/19/2022"
A101602D,"8/18/2022"
A102879A,"8/18/2022"
A102879B,"8/19/2022"
A102966A,"8/18/2022"
A102978A,"8/18/2022"
A103296A,"8/18/2022"
A103304A,"8/18/2022"
A103328A,"8/19/2022"
A103451A,"8/19/2022"
A103451B,"8/18/2022"
A103451C,"8/19/2022"
A103451D,"8/19/2022"
A103451E,"8/19/2022"
A103451F,"8/19/2022"
A103451G,"8/18/2022"
A103628A,"8/18/2022"
A103652A,"8/18/2022"
A103698A,"8/18/2022"
A103761A,"8/19/2022"
A103761D,"8/18/2022"
A103811A,"8/19/2022"
A103811B,"8/18/2022"
A103811C,"8/19/2022"
A103811D,"8/19/2022"
A103958A,"8/18/2022"
A104096A,"8/18/2022"
A104161B,"8/18/2022"
A104161C,"8/19/2022"
A104403D,"8/19/2022"
A104715A,"8/18/2022"
A104715B,"8/19/2022"
A104715C,"8/19/2022"
A104715D,"8/19/2022"
A104715E,"8/19/2022"
A104877A,"8/19/2022"
A104877C,"8/19/2022"
A104887A,"8/18/2022"
A104967A,"8/19/2022"
A104967B,"8/19/2022"
A104967C,"8/19/2022"
A105422A,"8/18/2022"
A106022A,"8/18/2022"
A106058D,"8/19/2022"
A106058E,"8/19/2022"
A106626A,"8/18/2022"
A106626B,"8/18/2022"
A107070A,"8/18/2022"
A108122A,"8/19/2022"
A109742A,"8/19/2022"
A109742B,"8/18/2022"
A110372A,"8/18/2022"
A110372B,"8/19/2022"
A110385A,"8/19/2022"
A111002A,"8/19/2022"
A112522A,"8/18/2022"
A113290A,"8/19/2022"
A113734C,"8/18/2022"
A114833A,"8/18/2022"
A115178B,"8/18/2022"
A115178C,"8/19/2022"
A115178D,"8/19/2022"
A115901A,"8/18/2022"
A116776A,"8/19/2022"
A118173B,"8/18/2022"
A119269A,"8/18/2022"
A120540A,"8/19/2022"
A120540B,"8/19/2022"
A121152A,"8/18/2022"
A121152B,"8/18/2022"
A121152D,"8/19/2022"
A121485A,"8/18/2022"
A121837A,"8/18/2022"
A121837B,"8/19/2022"
A121944A,"8/18/2022"
A122190B,"8/19/2022"
A123070A,"8/18/2022"
A123070B,"8/18/2022"
A124517A,"8/18/2022"
A125695A,"8/18/2022"
A125695B,"8/19/2022"
A125695C,"8/18/2022"
A125990A,"8/19/2022"
A126065A,"8/19/2022"
A127343A,"8/18/2022"
A127796A,"8/18/2022"
A127810A,"8/18/2022"
A127898A,"8/19/2022"
A127958B,"8/18/2022"
A128208A,"8/18/2022"
A129527A,"8/18/2022"
A129527B,"8/18/2022"
A129757A,"8/18/2022"
A129921A,"8/19/2022"
A130458A,"8/19/2022"
A130974A,"8/18/2022"
A139955A,"8/18/2022"
A140758A,"8/19/2022"
AA9001A,"8/19/2022"
AA9001B,"8/18/2022"
AA9001C,"8/18/2022"
AA9001D,"8/18/2022"
AA9001E,"8/18/2022"
AA9001F,"8/18/2022"
AA9001G,"8/19/2022"
AA9001H,"8/18/2022"
A101602A,"8/21/2022"
A101602B,"8/22/2022"
A101602D,"8/23/2022"
A102879A,"8/21/2022"
A102879B,"8/23/2022"
A102966A,"8/21/2022"
A102978A,"8/21/2022"
A103296A,"8/23/2022"
A103304A,"8/21/2022"
A103328A,"8/22/2022"
A103451A,"8/23/2022"
A103451B,"8/21/2022"
A103451C,"8/22/2022"
A103451D,"8/22/2022"
A103451E,"8/22/2022"
A103451F,"8/21/2022"
A103451G,"8/22/2022"
A103628A,"8/21/2022"
A103652A,"8/22/2022"
A103698A,"8/23/2022"
A103761A,"8/23/2022"
A103761D,"8/23/2022"
A103811A,"8/23/2022"
A103811B,"8/23/2022"
A103811C,"8/21/2022"
A103811D,"8/21/2022"
A103958A,"8/22/2022"
A104096A,"8/21/2022"
A104161B,"8/23/2022"
A104161C,"8/21/2022"
A104403D,"8/23/2022"
A104715A,"8/21/2022"
A104715B,"8/23/2022"
A104715C,"8/22/2022"
A104715D,"8/21/2022"
A104715E,"8/23/2022"
A104877A,"8/22/2022"
A104877C,"8/23/2022"
A104887A,"8/23/2022"
A104967A,"8/23/2022"
A104967B,"8/22/2022"
A104967C,"8/21/2022"
A105422A,"8/22/2022"
A106022A,"8/22/2022"
A106058D,"8/23/2022"
A106058E,"8/23/2022"
A106626A,"8/21/2022"
A106626B,"8/21/2022"
A107070A,"8/21/2022"
A108122A,"8/23/2022"
A109742A,"8/21/2022"
A109742B,"8/23/2022"
A110372A,"8/22/2022"
A110372B,"8/23/2022"
A110385A,"8/21/2022"
A111002A,"8/23/2022"
A112522A,"8/23/2022"
A113290A,"8/23/2022"
A113734C,"8/23/2022"
A114833A,"8/21/2022"
A115178B,"8/22/2022"
A115178C,"8/23/2022"
A115178D,"8/21/2022"
A115901A,"8/23/2022"
A116776A,"8/21/2022"
A118173B,"8/22/2022"
A119269A,"8/22/2022"
A120540A,"8/22/2022"
A120540B,"8/23/2022"
A121152A,"8/22/2022"
A121152B,"8/21/2022"
A121152D,"8/22/2022"
A121485A,"8/23/2022"
A121837A,"8/21/2022"
A121837B,"8/22/2022"
A121944A,"8/21/2022"
A122190B,"8/23/2022"
A123070A,"8/21/2022"
A123070B,"8/22/2022"
A124517A,"8/22/2022"
A125695A,"8/23/2022"
A125695B,"8/23/2022"
A125695C,"8/23/2022"
A125990A,"8/23/2022"
A126065A,"8/22/2022"
A127343A,"8/22/2022"
A127796A,"8/21/2022"
A127810A,"8/23/2022"
A127898A,"8/22/2022"
A127958B,"8/22/2022"
A128208A,"8/23/2022"
A129527A,"8/21/2022"
A129527B,"8/23/2022"
A129757A,"8/23/2022"
A129921A,"8/22/2022"
A130458A,"8/21/2022"
A130974A,"8/21/2022"
A139955A,"8/23/2022"
A140758A,"8/22/2022"
AA9001A,"8/22/2022"
AA9001B,"8/23/2022"
AA9001C,"8/21/2022"
AA9001D,"8/22/2022"
AA9001E,"8/23/2022"
AA9001F,"8/21/2022"
AA9001G,"8/21/2022"
AA9001H,"8/22/2022"
A101602A,"8/25/2022"
A101602B,"8/26/2022"
A101602D,"8/26/2022"
A102879A,"8/26/2022"
A102879B,"8/26/2022"
A102966A,"8/26/2022"
A102978A,"8/25/2022"
A103296A,"8/26/2022"
A103304A,"8/25/2022"
A103328A,"8/25/2022"
A103451A,"8/26/2022"
A103451B,"8/26/2022"
A103451C,"8/26/2022"
A103451D,"8/25/2022"
A103451E,"8/26/2022"
A103451F,"8/25/2022"
A103451G,"8/26/2022"
A103628A,"8/25/2022"
A103652A,"8/25/2022"
A103698A,"8/26/2022"
A103761A,"8/26/2022"
A103761D,"8/25/2022"
A103811A,"8/26/2022"
A103811B,"8/25/2022"
A103811C,"8/26/2022"
A103811D,"8/25/2022"
A103958A,"8/26/2022"
A104096A,"8/25/2022"
A104161B,"8/26/2022"
A104161C,"8/25/2022"
A104403D,"8/26/2022"
A104715A,"8/26/2022"
A104715B,"8/25/2022"
A104715C,"8/26/2022"
A104715D,"8/25/2022"
A104715E,"8/26/2022"
A104877A,"8/26/2022"
A104877C,"8/25/2022"
A104887A,"8/26/2022"
A104967A,"8/25/2022"
A104967B,"8/25/2022"
A104967C,"8/26/2022"
A105422A,"8/26/2022"
A106022A,"8/26/2022"
A106058D,"8/26/2022"
A106058E,"8/25/2022"
A106626A,"8/25/2022"
A106626B,"8/25/2022"
A107070A,"8/25/2022"
A108122A,"8/26/2022"
A109742A,"8/25/2022"
A109742B,"8/26/2022"
A110372A,"8/25/2022"
A110372B,"8/26/2022"
A110385A,"8/26/2022"
A111002A,"8/26/2022"
A112522A,"8/25/2022"
A113290A,"8/26/2022"
A113734C,"8/26/2022"
A114833A,"8/26/2022"
A115178B,"8/25/2022"
A115178C,"8/26/2022"
A115178D,"8/26/2022"
A115901A,"8/25/2022"
A116776A,"8/26/2022"
A118173B,"8/25/2022"
A119269A,"8/26/2022"
A120540A,"8/26/2022"
A120540B,"8/26/2022"
A121152A,"8/25/2022"
A121152B,"8/25/2022"
A121152D,"8/26/2022"
A121485A,"8/25/2022"
A121837A,"8/25/2022"
A121837B,"8/26/2022"
A121944A,"8/25/2022"
A122190B,"8/25/2022"
A123070A,"8/26/2022"
A123070B,"8/26/2022"
A124517A,"8/25/2022"
A125695A,"8/25/2022"
A125695B,"8/25/2022"
A125695C,"8/26/2022"
A125990A,"8/25/2022"
A126065A,"8/25/2022"
A127343A,"8/25/2022"
A127796A,"8/26/2022"
A127810A,"8/25/2022"
A127898A,"8/25/2022"
A127958B,"8/25/2022"
A128208A,"8/26/2022"
A129527A,"8/26/2022"
A129527B,"8/26/2022"
A129757A,"8/25/2022"
A129921A,"8/26/2022"
A130458A,"8/26/2022"
A130974A,"8/25/2022"
A139955A,"8/25/2022"
A140758A,"8/26/2022"
AA9001A,"8/26/2022"
AA9001B,"8/26/2022"
AA9001C,"8/25/2022"
AA9001D,"8/26/2022"
AA9001E,"8/25/2022"
AA9001F,"8/25/2022"
AA9001G,"8/25/2022"
AA9001H,"8/25/2022"
A101602A,"8/28/2022"
A101602B,"8/28/2022"
A101602D,"8/28/2022"
A102879A,"8/30/2022"
A102879B,"8/28/2022"
A102966A,"8/30/2022"
A102978A,"8/28/2022"
A103296A,"8/30/2022"
A103304A,"8/30/2022"
A103328A,"8/30/2022"
A103451A,"8/29/2022"
A103451B,"8/30/2022"
A103451C,"8/28/2022"
A103451D,"8/30/2022"
A103451E,"8/28/2022"
A103451F,"8/28/2022"
A103451G,"8/30/2022"
A103628A,"8/29/2022"
A103652A,"8/30/2022"
A103698A,"8/30/2022"
A103761A,"8/30/2022"
A103761D,"8/30/2022"
A103811A,"8/28/2022"
A103811B,"8/30/2022"
A103811C,"8/28/2022"
A103811D,"8/29/2022"
A103958A,"8/28/2022"
A104096A,"8/28/2022"
A104161B,"8/30/2022"
A104161C,"8/29/2022"
A104403D,"8/29/2022"
A104715A,"8/29/2022"
A104715B,"8/30/2022"
A104715C,"8/28/2022"
A104715D,"8/29/2022"
A104715E,"8/30/2022"
A104877A,"8/28/2022"
A104877C,"8/30/2022"
A104887A,"8/30/2022"
A104967A,"8/30/2022"
A104967B,"8/28/2022"
A104967C,"8/28/2022"
A105422A,"8/29/2022"
A106022A,"8/30/2022"
A106058D,"8/30/2022"
A106058E,"8/30/2022"
A106626A,"8/30/2022"
A106626B,"8/28/2022"
A107070A,"8/30/2022"
A108122A,"8/28/2022"
A109742A,"8/29/2022"
A109742B,"8/30/2022"
A110372A,"8/28/2022"
A110372B,"8/28/2022"
A110385A,"8/29/2022"
A111002A,"8/29/2022"
A112522A,"8/30/2022"
A113290A,"8/30/2022"
A113734C,"8/28/2022"
A114833A,"8/29/2022"
A115178B,"8/28/2022"
A115178C,"8/28/2022"
A115178D,"8/30/2022"
A115901A,"8/28/2022"
A116776A,"8/29/2022"
A118173B,"8/28/2022"
A119269A,"8/29/2022"
A120540A,"8/28/2022"
A120540B,"8/30/2022"
A121152A,"8/28/2022"
A121152B,"8/30/2022"
A121152D,"8/30/2022"
A121485A,"8/29/2022"
A121837A,"8/28/2022"
A121837B,"8/29/2022"
A121944A,"8/29/2022"
A122190B,"8/28/2022"
A123070A,"8/28/2022"
A123070B,"8/30/2022"
A124517A,"8/30/2022"
A125695A,"8/30/2022"
A125695B,"8/30/2022"
A125695C,"8/29/2022"
A125990A,"8/28/2022"
A126065A,"8/30/2022"
A127343A,"8/28/2022"
A127796A,"8/28/2022"
A127810A,"8/28/2022"
A127898A,"8/29/2022"
A127958B,"8/29/2022"
A128208A,"8/29/2022"
A129527A,"8/30/2022"
A129527B,"8/28/2022"
A129757A,"8/28/2022"
A129921A,"8/28/2022"
A130458A,"8/29/2022"
A130974A,"8/28/2022"
A139955A,"8/29/2022"
A140758A,"8/28/2022"
AA9001A,"8/29/2022"
AA9001B,"8/28/2022"
AA9001C,"8/29/2022"
AA9001D,"8/30/2022"
AA9001E,"8/30/2022"
AA9001F,"8/30/2022"
AA9001G,"8/28/2022"
AA9001H,"8/30/2022"
A101602A,"9/2/2022"
A101602B,"9/1/2022"
A101602D,"9/1/2022"
A102879A,"9/1/2022"
A102879B,"9/2/2022"
A102966A,"9/2/2022"
A102978A,"9/1/2022"
A103296A,"9/1/2022"
A103304A,"9/2/2022"
A103328A,"9/1/2022"
A103451A,"9/2/2022"
A103451B,"9/2/2022"
A103451C,"9/2/2022"
A103451D,"9/2/2022"
A103451E,"9/2/2022"
A103451F,"9/1/2022"
A103451G,"9/1/2022"
A103628A,"9/2/2022"
A103652A,"9/2/2022"
A103698A,"9/1/2022"
A103761A,"9/1/2022"
A103761D,"9/1/2022"
A103811A,"9/1/2022"
A103811B,"9/2/2022"
A103811C,"9/2/2022"
A103811D,"9/1/2022"
A103958A,"9/2/2022"
A104096A,"9/2/2022"
A104161B,"9/2/2022"
A104161C,"9/1/2022"
A104403D,"9/1/2022"
A104715A,"9/1/2022"
A104715B,"9/1/2022"
A104715C,"9/2/2022"
A104715D,"9/1/2022"
A104715E,"9/2/2022"
A104877A,"9/2/2022"
A104877C,"9/2/2022"
A104887A,"9/1/2022"
A104967A,"9/1/2022"
A104967B,"9/1/2022"
A104967C,"9/1/2022"
A105422A,"9/1/2022"
A106022A,"9/1/2022"
A106058D,"9/1/2022"
A106058E,"9/2/2022"
A106626A,"9/2/2022"
A106626B,"9/2/2022"
A107070A,"9/1/2022"
A108122A,"9/2/2022"
A109742A,"9/2/2022"
A109742B,"9/1/2022"
A110372A,"9/2/2022"
A110372B,"9/2/2022"
A110385A,"9/2/2022"
A111002A,"9/1/2022"
A112522A,"9/1/2022"
A113290A,"9/2/2022"
A113734C,"9/1/2022"
A114833A,"9/1/2022"
A115178B,"9/1/2022"
A115178C,"9/2/2022"
A115178D,"9/2/2022"
A115901A,"9/2/2022"
A116776A,"9/1/2022"
A118173B,"9/2/2022"
A119269A,"9/2/2022"
A120540A,"9/1/2022"
A120540B,"9/1/2022"
A121152A,"9/1/2022"
A121152B,"9/2/2022"
A121152D,"9/1/2022"
A121485A,"9/1/2022"
A121837A,"9/2/2022"
A121837B,"9/1/2022"
A121944A,"9/2/2022"
A122190B,"9/1/2022"
A123070A,"9/2/2022"
A123070B,"9/2/2022"
A124517A,"9/2/2022"
A125695A,"9/1/2022"
A125695B,"9/2/2022"
A125695C,"9/1/2022"
A125990A,"9/2/2022"
A126065A,"9/1/2022"
A127343A,"9/2/2022"
A127796A,"9/2/2022"
A127810A,"9/1/2022"
A127898A,"9/1/2022"
A127958B,"9/2/2022"
A128208A,"9/1/2022"
A129527A,"9/2/2022"
A129527B,"9/1/2022"
A129757A,"9/1/2022"
A129921A,"9/1/2022"
A130458A,"9/2/2022"
A130974A,"9/1/2022"
A139955A,"9/2/2022"
A140758A,"9/1/2022"
AA9001A,"9/2/2022"
AA9001B,"9/1/2022"
AA9001C,"9/2/2022"
AA9001D,"9/2/2022"
AA9001E,"9/2/2022"
AA9001F,"9/2/2022"
AA9001G,"9/1/2022"
AA9001H,"9/1/2022"
A101602A,"9/6/2022"
A101602B,"9/6/2022"
A101602D,"9/4/2022"
A102879A,"9/4/2022"
A102879B,"9/4/2022"
A102966A,"9/6/2022"
A102978A,"9/6/2022"
A103296A,"9/5/2022"
A103304A,"9/6/2022"
A103328A,"9/6/2022"
A103451A,"9/5/2022"
A103451B,"9/5/2022"
A103451C,"9/5/2022"
A103451D,"9/5/2022"
A103451E,"9/5/2022"
A103451F,"9/4/2022"
A103451G,"9/4/2022"
A103628A,"9/6/2022"
A103652A,"9/6/2022"
A103698A,"9/6/2022"
A103761A,"9/6/2022"
A103761D,"9/6/2022"
A103811A,"9/4/2022"
A103811B,"9/4/2022"
A103811C,"9/5/2022"
A103811D,"9/6/2022"
A103958A,"9/6/2022"
A104096A,"9/5/2022"
A104161B,"9/6/2022"
A104161C,"9/6/2022"
