"idCamion","descanso"
"A129527A","8/14/2022"
"AA9001B","8/14/2022"
"AA9001C","8/16/2022"
"AA9001D","8/16/2022"
"AA9001F","8/14/2022"
"AA9001H","8/15/2022"
"A101602A","8/18/2022"
"A101602B","8/19/2022"
"A102966A","8/18/2022"
"A103296A","8/18/2022"
"A103451A","8/19/2022"
"A103451D","8/19/2022"
"A103451F","8/19/2022"
"A103628A","8/18/2022"
"A103761D","8/18/2022"
"A103958A","8/18/2022"
"A104161C","8/19/2022"
"A104877A","8/19/2022"
"A104877C","8/19/2022"
"A106626A","8/18/2022"
"A107070A","8/18/2022"
"A109742A","8/19/2022"
"A110372A","8/18/2022"
"A110372B","8/19/2022"
"A112522A","8/18/2022"
"A114833A","8/18/2022"
"A115178B","8/18/2022"
"A115178C","8/19/2022"
"A118173B","8/18/2022"
"A120540A","8/19/2022"
"A121837A","8/18/2022"
"A124517A","8/18/2022"
"A125695B","8/19/2022"
"A127343A","8/18/2022"
"A127958B","8/18/2022"
"A129527A","8/18/2022"
"AA9001B","8/18/2022"
"AA9001C","8/18/2022"
"AA9001D","8/18/2022"
"AA9001F","8/18/2022"
"AA9001H","8/18/2022"
"A101602A","8/21/2022"
"A101602B","8/22/2022"
"A102966A","8/21/2022"
"A103296A","8/23/2022"
"A103451A","8/23/2022"
"A103451D","8/22/2022"
"A103451F","8/21/2022"
"A103628A","8/21/2022"
"A103761D","8/23/2022"
"A103958A","8/22/2022"
"A104161C","8/21/2022"
"A104877A","8/22/2022"
"A104877C","8/23/2022"
"A106626A","8/21/2022"
"A107070A","8/21/2022"
"A109742A","8/21/2022"
"A110372A","8/22/2022"
"A110372B","8/23/2022"
"A112522A","8/23/2022"
"A114833A","8/21/2022"
"A115178B","8/22/2022"
"A115178C","8/23/2022"
"A118173B","8/22/2022"
"A120540A","8/22/2022"
"A121837A","8/21/2022"
"A124517A","8/22/2022"
"A125695B","8/23/2022"
"A127343A","8/22/2022"
"A127958B","8/22/2022"
"A129527A","8/21/2022"
"AA9001B","8/23/2022"
"AA9001C","8/21/2022"
"AA9001D","8/22/2022"
"AA9001F","8/21/2022"
"AA9001H","8/22/2022"
"A101602A","8/25/2022"
"A101602B","8/26/2022"
"A102966A","8/26/2022"
"A103296A","8/26/2022"
"A103451A","8/26/2022"
"A103451D","8/25/2022"
"A103451F","8/25/2022"
"A103628A","8/25/2022"
"A103761D","8/25/2022"
"A103958A","8/26/2022"
"A104161C","8/25/2022"
"A104877A","8/26/2022"
"A104877C","8/25/2022"
"A106626A","8/25/2022"
"A107070A","8/25/2022"
"A109742A","8/25/2022"
"A110372A","8/25/2022"
"A110372B","8/26/2022"
"A112522A","8/25/2022"
"A114833A","8/26/2022"
"A115178B","8/25/2022"
"A115178C","8/26/2022"
"A118173B","8/25/2022"
"A120540A","8/26/2022"
"A121837A","8/25/2022"
"A124517A","8/25/2022"
"A125695B","8/25/2022"
"A127343A","8/25/2022"
"A127958B","8/25/2022"
"A129527A","8/26/2022"
"AA9001B","8/26/2022"
"AA9001C","8/25/2022"
"AA9001D","8/26/2022"
"AA9001F","8/25/2022"
"AA9001H","8/25/2022"
"A101602A","8/28/2022"
"A101602B","8/28/2022"
"A102966A","8/30/2022"
"A103296A","8/30/2022"
"A103451A","8/29/2022"
"A103451D","8/30/2022"
"A103451F","8/28/2022"
"A103628A","8/29/2022"
"A103761D","8/30/2022"
"A103958A","8/28/2022"
"A104161C","8/29/2022"
"A104877A","8/28/2022"
"A104877C","8/30/2022"
"A106626A","8/30/2022"
"A107070A","8/30/2022"
"A109742A","8/29/2022"
"A110372A","8/28/2022"
"A110372B","8/28/2022"
"A112522A","8/30/2022"
"A114833A","8/29/2022"
"A115178B","8/28/2022"
"A115178C","8/28/2022"
"A118173B","8/28/2022"
"A120540A","8/28/2022"
"A121837A","8/28/2022"
"A124517A","8/30/2022"
"A125695B","8/30/2022"
"A127343A","8/28/2022"
"A127958B","8/29/2022"
"A129527A","8/30/2022"
"AA9001B","8/28/2022"
"AA9001C","8/29/2022"
"AA9001D","8/30/2022"
"AA9001F","8/30/2022"
"AA9001H","8/30/2022"
"A101602A","9/2/2022"
"A101602B","9/1/2022"
"A102966A","9/2/2022"
"A103296A","9/1/2022"
"A103451A","9/2/2022"
"A103451D","9/2/2022"
"A103451F","9/1/2022"
"A103628A","9/2/2022"
"A103761D","9/1/2022"
"A103958A","9/2/2022"
"A104161C","9/1/2022"
"A104877A","9/2/2022"
"A104877C","9/2/2022"
"A106626A","9/2/2022"
"A107070A","9/1/2022"
"A109742A","9/2/2022"
"A110372A","9/2/2022"
"A110372B","9/2/2022"
"A112522A","9/1/2022"
"A114833A","9/1/2022"
"A115178B","9/1/2022"
"A115178C","9/2/2022"
"A118173B","9/2/2022"
"A120540A","9/1/2022"
"A121837A","9/2/2022"
"A124517A","9/2/2022"
"A125695B","9/2/2022"
"A127343A","9/2/2022"
"A127958B","9/2/2022"
"A129527A","9/2/2022"
"AA9001B","9/1/2022"
"AA9001C","9/2/2022"
"AA9001D","9/2/2022"
"AA9001F","9/2/2022"
"AA9001H","9/1/2022"
"A101602A","9/6/2022"
"A101602B","9/6/2022"
"A102966A","9/6/2022"
"A103296A","9/5/2022"
"A103451A","9/5/2022"
"A103451D","9/5/2022"
"A103451F","9/4/2022"
"A103628A","9/6/2022"
"A103761D","9/6/2022"
"A103958A","9/6/2022"
"A104161C","9/6/2022"
"A104877A","9/6/2022"
"A104877C","9/4/2022"
"A106626A","9/5/2022"
"A107070A","9/5/2022"
"A109742A","9/4/2022"
"A110372A","9/4/2022"
"A110372B","9/6/2022"
"A112522A","9/6/2022"
"A114833A","9/5/2022"
"A115178B","9/5/2022"
"A115178C","9/5/2022"
"A118173B","9/4/2022"
"A120540A","9/4/2022"
"A121837A","9/5/2022"
"A124517A","9/6/2022"
"A125695B","9/6/2022"
"A127343A","9/5/2022"
"A127958B","9/6/2022"
"A129527A","9/6/2022"
"AA9001B","9/4/2022"
"AA9001C","9/5/2022"
"AA9001D","9/5/2022"
"AA9001F","9/6/2022"
"AA9001H","9/6/2022"
