"idPedido","prioridad","lonCarga","latCarga","categoria","lonDescarga","latDescarga","startSlot","endSlot","lastDate"
"2116AR059-004",0,-8.64409,42.37689,"M3",-8.57207,42.17849,"08:00","12:00","2022-08-08"
"2209AR030-002",0,-7.98574,43.41008,"M1",-8.56692,42.49752,"08:00","12:00","2022-08-16"
"2103AR072-002",0,-6.02463,43.46772,"M3",-8.52948,42.4048,"08:00","12:00","2022-08-27"
"2108AR252-003",0,-7.981,43.50368,"M3",-7.06397,43.48186,"08:00","12:00","2022-08-29"
"2208AR163-009",0,-7.82043,43.62462,"M1",-8.54272,42.41114,"08:00","12:00","2022-09-10"
"2108AR177-001",0,-7.88135,43.70262,"M3",-7.68583,43.55325,"08:00","12:00","2022-08-13"
"2112AP002-004",0,-8.71917,43.0016,"M2",-7.92113,43.4974,"08:00","12:00","2022-08-24"
"2112AP002-003",0,-8.71801,43.00336,"M2",-7.91803,43.49336,"08:00","12:00","2022-08-06"
"2008AR074-002",0,-7.7208,43.63319,"M2",-8.76533,43.14278,"08:00","12:00","2022-09-14"
"2108AR191-005",0,-7.97575,43.50538,"M3",-7.38779,43.43227,"08:00","12:00","2022-08-29"
"2106AP002-001",0,-7.34101,43.39653,"M1",-7.89631,43.00155,"08:00","12:00","2022-08-10"
"2208AR189-001",0,-7.96732,43.49064,"M1",-8.77342,42.4241,"08:00","12:00","2022-09-03"
"2208AR128-002",0,-7.96215,43.63966,"M1",-8.6668,42.25406,"08:00","12:00","2022-08-06"
"2108AP001-008",0,-7.75375,43.67639,"M2",-7.92942,43.58588,"08:00","12:00","2022-08-28"
"2208AR163-007",0,-7.81763,43.62524,"M1",-8.54272,42.41114,"08:00","12:00","2022-09-09"
"2208AR163-006",0,-7.81803,43.62803,"M1",-8.52683,42.41951,"08:00","12:00","2022-08-03"
"2210AR048-001",0,-8.1128,43.08649,"M1",-8.5752,42.50364,"08:00","12:00","2022-09-06"
"1901AR002-019",0,-5.57622,43.47884,"M2",-7.98058,42.54537,"08:00","12:00","2022-08-15"
"1901AR002-013",0,-5.57764,43.4794,"M2",-8.00429,42.54856,"08:00","12:00","2022-08-20"
"1918AR015-004",0,-8.17945,42.5504,"M3",-8.01093,42.54457,"08:00","12:00","2022-08-19"
"1901AR002-010",0,-5.58316,43.48181,"M2",-8.00561,42.5461,"08:00","12:00","2022-08-08"
"2108AR115-002",0,-8.00791,43.63782,"M3",-7.92098,43.64893,"08:00","12:00","2022-09-02"
"2001AR037-002",0,-5.16694,43.43539,"M3",-8.23073,42.23807,"08:00","12:00","2022-08-06"
"2108AR094-001",0,-8.00738,43.63791,"M3",-8.00821,43.62604,"08:00","12:00","2022-09-10"
"2108AR134-001",0,-7.79693,43.67148,"M3",-8.13036,43.52539,"08:00","12:00","2022-08-06"
"2108AR132-004",0,-7.78535,43.68275,"M3",-8.13709,43.52589,"08:00","12:00","2022-08-12"
"2208AR102-005",0,-8.00801,43.62528,"M1",-8.80988,42.27772,"08:00","12:00","2022-08-12"
"2111AR111-001",0,-8.62704,43.19824,"M3",-5.56524,43.49068,"08:00","12:00","2022-09-05"
"1803AR007-002",0,-6.08023,43.44165,"M2",-7.36961,43.2645,"08:00","12:00","2022-09-07"
"1803AR007-003",0,-6.0806,43.44141,"M2",-7.37072,43.26428,"08:00","12:00","2022-08-20"
"2107AR125-001",0,-7.61845,43.65426,"M3",-8.25431,43.29556,"08:00","12:00","2022-08-23"
"2212AP009-016",0,-8.93373,43.24146,"M1",-8.93703,43.0979,"08:00","12:00","2022-09-06"
"2107AR164-017",0,-7.7129,43.50274,"M3",-7.96707,43.38958,"08:00","12:00","2022-08-23"
"2003AR010-001",0,-6.0372,43.4865,"M3",-8.22614,42.24298,"08:00","12:00","2022-09-03"
"2002AP004-001",0,-5.99209,43.34842,"M2",-8.64805,42.89898,"08:00","12:00","2022-08-13"
"2104AR038-003",0,-7.06543,43.39245,"M3",-8.54666,42.48625,"08:00","12:00","2022-08-26"
"2110AR040-001",0,-8.43751,43.31068,"M3",-7.09001,43.42261,"08:00","12:00","2022-08-02"
"2108AR132-003",0,-7.78508,43.68301,"M3",-8.30987,43.48849,"08:00","12:00","2022-08-19"
"2205AR020-002",0,-7.13951,43.47026,"M2",-7.14071,43.48578,"08:00","12:00","2022-08-10"
"1905AR164-007",0,-7.05243,43.50737,"M2",-8.51523,42.70718,"08:00","12:00","2022-08-30"
"2107AR100-009",0,-7.68568,43.54744,"M3",-8.62419,43.26853,"08:00","12:00","2022-08-04"
"2012AR069-003",0,-8.86752,43.18338,"M3",-8.49224,42.08395,"08:00","12:00","2022-09-05"
"2104AR050-012",0,-7.08419,43.40568,"M2",-7.91662,43.65465,"08:00","12:00","2022-09-02"
"1906AR154-001",0,-7.37442,43.50259,"M2",-8.72167,42.44972,"08:00","12:00","2022-08-06"
"2200AR012-001",0,-3.90105,43.10298,"M1",-7.84839,42.86126,"08:00","12:00","2022-08-01"
"2212AP008-009",0,-8.93715,43.24759,"M1",-8.08221,42.94395,"08:00","12:00","2022-09-04"
"2005AR124-002",0,-7.05304,43.50674,"M2",-8.68959,42.80885,"08:00","12:00","2022-08-15"
"2114AP012-001",0,-8.91095,42.88708,"M1",-7.70404,43.35752,"08:00","12:00","2022-09-09"
"2107AR164-031",0,-7.7075,43.50476,"M3",-7.81969,43.64573,"08:00","12:00","2022-08-27"
"2208AR180-007",0,-8.02315,43.70409,"M1",-8.59033,42.49001,"08:00","12:00","2022-08-10"
"2003AR044-001",0,-6.46128,43.52343,"M2",-8.69521,42.80116,"08:00","12:00","2022-08-07"
"2103AR060-001",0,-6.11397,43.45883,"M3",-8.42017,42.3407,"08:00","12:00","2022-08-18"
"2021AR022-003",0,-7.24257,43.23851,"M3",-8.31212,42.17648,"08:00","12:00","2022-08-06"
"1908AR107-001",0,-7.88754,43.57217,"M2",-8.59082,42.67689,"08:00","12:00","2022-08-26"
"2110AR052-001",0,-8.2528,43.1729,"M0",-8.04148,42.50854,"08:00","12:00","2022-09-10"
"2210AR049-003",0,-8.26007,43.20705,"M1",-8.57533,42.50387,"08:00","12:00","2022-09-11"
"2103AR033-001",0,-6.08613,43.48093,"M3",-8.48248,42.39855,"08:00","12:00","2022-09-14"
"2109AR025-001",0,-8.01305,43.22502,"M3",-7.08861,43.43419,"08:00","12:00","2022-09-14"
"2208AR187-003",0,-8.02351,43.70768,"M1",-8.54767,42.48722,"08:00","12:00","2022-08-31"
"1902AR006-007",0,-5.99472,43.48971,"M3",-8.05509,42.4987,"08:00","12:00","2022-09-10"
"2200AZ032-001",0,-3.56194,43.43633,"M2",-7.82024,43.64746,"08:00","12:00","2022-09-07"
"2108AR235-001",0,-8.01343,43.62697,"M3",-7.13967,43.47024,"08:00","12:00","2022-08-31"
"2211AZ086-001",0,-8.58304,43.17385,"M1",-8.57136,42.98528,"08:00","12:00","2022-09-11"
"1902AR067-005",0,-5.9958,43.32899,"M2",-8.53359,42.08988,"08:00","12:00","2022-08-06"
"2204AR010-001",0,-7.07535,43.39632,"M2",-7.09829,43.45818,"08:00","12:00","2022-09-11"
"2111AR038-003",0,-8.39236,43.29941,"M3",-7.09007,43.41828,"08:00","12:00","2022-08-13"
"2115AR019-002",0,-8.6078,42.4187,"M3",-8.27706,42.22023,"08:00","12:00","2022-08-30"
"2204AR020-013",0,-7.06043,43.42391,"M2",-7.13653,43.47864,"08:00","12:00","2022-09-10"
"2207AP005-003",0,-7.78801,43.439,"M1",-8.49057,42.08603,"08:00","12:00","2022-08-09"
"2201AP003-003",0,-5.52019,43.47666,"M2",-7.82066,43.64711,"08:00","12:00","2022-08-08"
"1908AR183-001",0,-8.16836,43.54065,"M3",-8.04814,42.50467,"08:00","12:00","2022-09-12"
"1810AR095-004",0,-8.20555,43.19625,"M2",-8.05509,42.4987,"08:00","12:00","2022-08-07"
"2204AR020-004",0,-7.06062,43.39584,"M2",-7.12936,43.47839,"08:00","12:00","2022-09-09"
"1806AR024-008",0,-7.48735,43.48555,"M0",-7.22841,43.10728,"08:00","12:00","2022-08-25"
"2106AR065-004",0,-7.32936,43.61128,"M3",-8.57057,43.08188,"08:00","12:00","2022-08-29"
"2204AR043-003",0,-7.02051,43.49222,"M2",-7.1436,43.47841,"08:00","12:00","2022-08-30"
"2212AR061-002",0,-8.75121,43.00827,"M1",-8.71635,43.01971,"08:00","12:00","2022-08-04"
"2121AP013-004",0,-7.43339,43.33211,"M1",-7.79098,42.81708,"08:00","12:00","2022-08-07"
"2102AR050-002",0,-5.81468,43.57233,"M2",-8.07067,43.27648,"08:00","12:00","2022-08-07"
"2107AR110-005",0,-7.68823,43.54753,"M3",-8.16543,43.19286,"08:00","12:00","2022-08-09"
"2116AP011-002",0,-8.64561,42.27165,"M2",-7.79532,43.62868,"08:00","12:00","2022-08-14"
"1803AR007-008",0,-6.08221,43.44156,"M2",-7.2723,42.9918,"08:00","12:00","2022-08-24"
"1808AR303-001",0,-7.74993,43.70547,"M3",-7.96583,42.78952,"08:00","12:00","2022-08-04"
"2117AR021-001",0,-8.58596,42.17021,"M2",-7.79239,43.63274,"08:00","12:00","2022-09-12"
"2117AP011-004",0,-8.50452,42.27017,"M2",-7.79771,43.62838,"08:00","12:00","2022-08-19"
"2102AR027-008",0,-5.59046,43.47637,"M2",-7.97327,43.3812,"08:00","12:00","2022-08-19"
"2204AR021-002",0,-7.06816,43.4184,"M0",-8.49914,42.48132,"08:00","12:00","2022-08-08"
"2102AR029-002",0,-5.91187,43.58812,"M2",-7.97129,43.38637,"08:00","12:00","2022-08-24"
"1912AP008-002",0,-9.06615,42.98975,"M2",-8.59477,42.67899,"08:00","12:00","2022-09-02"
"2201AP003-006",0,-5.51824,43.48042,"M2",-7.82144,43.64876,"08:00","12:00","2022-09-02"
"2115AR117-019",0,-8.51969,42.57087,"M3",-8.23601,42.23639,"14:00","18:00","2022-09-04"
"2114AR021-003",0,-8.8449,42.76842,"M3",-7.92732,42.38919,"14:00","18:00","2022-08-11"
"2112AR082-006",0,-8.77019,43.14324,"M3",-7.07077,42.99771,"14:00","18:00","2022-08-16"
"2204AR007-006",0,-7.00724,43.49905,"M2",-7.37201,43.63357,"14:00","18:00","2022-09-14"
"2103AR089-002",0,-6.16618,43.49027,"M2",-7.83776,43.56125,"14:00","18:00","2022-08-28"
"2210AZ033-004",0,-8.45333,43.32241,"M1",-8.58016,42.50743,"14:00","18:00","2022-08-11"
"2107AR108-002",0,-7.68719,43.55234,"M3",-8.29333,43.27222,"14:00","18:00","2022-08-06"
"2003AR131-001",0,-6.09798,43.47424,"M3",-8.60794,42.20422,"14:00","18:00","2022-09-04"
"2108AR132-002",0,-7.78511,43.68332,"M3",-8.00984,43.62605,"14:00","18:00","2022-08-03"
"2116AR062-001",0,-8.48584,42.39606,"M3",-8.55607,42.38072,"14:00","18:00","2022-08-25"
"2200AR030-001",0,-4.2646,43.25253,"M1",-7.89457,42.78701,"14:00","18:00","2022-08-30"
"2208AR211-003",0,-8.11129,43.48744,"M1",-8.50107,42.54279,"14:00","18:00","2022-08-02"
"2203AP002-012",0,-6.46471,43.46687,"M2",-7.63929,43.60308,"14:00","18:00","2022-09-14"
"1905AR021-001",0,-7.05516,43.50411,"M2",-8.4151,42.34119,"14:00","18:00","2022-08-19"
"2115AR117-018",0,-8.5197,42.5709,"M3",-8.47661,42.27944,"14:00","18:00","2022-08-25"
"2014AP010-005",0,-8.68431,42.78299,"M2",-8.18461,43.27483,"14:00","18:00","2022-09-02"
"1902AR067-008",0,-5.99397,43.33022,"M2",-8.52951,42.08969,"14:00","18:00","2022-08-30"
"2102AR049-001",0,-5.91212,43.5877,"M3",-8.19797,42.1591,"14:00","18:00","2022-08-05"
"2003AR127-003",0,-6.4217,43.54639,"M3",-8.59066,42.23708,"14:00","18:00","2022-08-29"
"2107AR164-064",0,-7.70721,43.5069,"M3",-8.02286,43.6633,"14:00","18:00","2022-09-09"
"2212AR061-008",0,-8.73226,42.99927,"M1",-8.87601,43.28766,"14:00","18:00","2022-08-06"
"2116AR058-001",0,-8.65156,42.37776,"M3",-8.52491,42.13145,"14:00","18:00","2022-08-20"
"2117AP040-002",0,-8.35769,42.26695,"M1",-7.70435,43.35345,"14:00","18:00","2022-09-01"
"2002AR067-001",0,-5.81727,43.58792,"M2",-8.8753,42.92532,"14:00","18:00","2022-08-15"
"2210AR032-005",0,-8.09743,43.14444,"M1",-8.57377,42.49792,"14:00","18:00","2022-09-01"
"2108AR173-001",0,-7.92563,43.59196,"M3",-7.60409,43.61604,"14:00","18:00","2022-08-23"
"2115AR054-004",0,-8.54948,42.53017,"M3",-8.78671,42.05512,"14:00","18:00","2022-08-21"
"2116AR049-012",0,-8.79248,42.29874,"M3",-8.52998,42.13788,"14:00","18:00","2022-08-10"
"2021AR112-002",0,-7.20284,43.22654,"M2",-8.19584,43.1577,"14:00","18:00","2022-09-04"
"2204AR007-007",0,-7.00438,43.49678,"M2",-7.17246,43.28433,"14:00","18:00","2022-08-27"
"2200AR024-002",0,-3.24618,43.3926,"M2",-8.00896,43.62528,"14:00","18:00","2022-08-19"
"2212AP009-005",0,-8.93717,43.24724,"M1",-8.56524,42.96669,"14:00","18:00","2022-08-14"
"2108AR126-002",0,-8.01587,43.61835,"M3",-7.92142,43.64817,"14:00","18:00","2022-09-07"
"2108AR126-001",0,-8.016,43.61825,"M3",-7.92137,43.64852,"14:00","18:00","2022-08-16"
"2014AP001-004",0,-8.76327,42.68876,"M2",-8.56508,43.13677,"14:00","18:00","2022-08-10"
"2115AR138-001",0,-8.57988,42.4261,"M3",-8.44891,42.26794,"14:00","18:00","2022-08-04"
"2104AR035-017",0,-7.01594,43.49046,"M3",-8.66138,42.49658,"14:00","18:00","2022-08-24"
"2201AP005-002",0,-4.62276,43.38957,"M2",-7.81873,43.64608,"14:00","18:00","2022-09-04"
"2208AR163-012",0,-7.81978,43.62381,"M1",-8.54272,42.41114,"14:00","18:00","2022-08-09"
"1902AR067-009",0,-5.99425,43.32893,"M2",-8.17061,42.24154,"14:00","18:00","2022-08-17"
"2105AP002-014",0,-7.20647,43.37377,"M1",-7.42537,43.33478,"14:00","18:00","2022-08-02"
"2102AR065-001",0,-5.90339,43.49192,"M3",-8.63566,42.25158,"14:00","18:00","2022-08-06"
"2105AP003-009",0,-7.19852,43.36922,"M1",-7.89731,43.00181,"14:00","18:00","2022-09-03"
"1907AR256-001",0,-7.68119,43.55726,"M2",-8.67877,42.6172,"14:00","18:00","2022-09-08"
"2208AR120-002",0,-7.97781,43.4841,"M1",-8.66796,42.25274,"14:00","18:00","2022-09-07"
"2210AR049-006",0,-8.26863,43.20839,"M1",-8.57544,42.50437,"14:00","18:00","2022-09-04"
"2208AR196-001",0,-8.01791,43.66354,"M1",-8.77405,42.42441,"14:00","18:00","2022-08-27"
"2208AR147-001",0,-7.90503,43.57094,"M1",-8.65299,42.2578,"14:00","18:00","2022-08-26"
"2210AR049-002",0,-8.25825,43.2084,"M1",-8.57532,42.50378,"14:00","18:00","2022-09-06"
"2104AR040-001",0,-7.08577,43.41424,"M3",-8.66016,42.39432,"14:00","18:00","2022-09-06"
"1900AP001-001",0,-4.3891,43.36576,"M2",-8.00644,42.54496,"14:00","18:00","2022-08-04"
"2001AR005-003",0,-5.38467,43.47972,"M3",-8.0058,42.54716,"14:00","18:00","2022-08-03"
"2212AR050-006",0,-8.74203,43.02341,"M1",-8.75284,43.03256,"14:00","18:00","2022-08-31"
"2013AP004-005",0,-8.72862,42.98876,"M2",-8.55877,43.19623,"14:00","18:00","2022-08-01"
"2212AR044-003",0,-8.7593,43.03532,"M1",-8.75521,43.01123,"14:00","18:00","2022-08-05"
"2108AR145-001",0,-8.00713,43.63783,"M3",-8.1296,43.52618,"14:00","18:00","2022-08-01"
"2111AR085-001",0,-8.41931,43.28344,"M3",-6.09943,43.44033,"14:00","18:00","2022-08-30"
"2110AR005-001",0,-8.21117,43.19397,"M3",-7.08667,43.40509,"14:00","18:00","2022-08-07"
"1908AR107-002",0,-7.88769,43.57204,"M2",-8.59097,42.67687,"14:00","18:00","2022-08-08"
"2102AR074-004",0,-5.84402,43.46648,"M2",-7.98033,43.38379,"14:00","18:00","2022-08-12"
"2108AR124-002",0,-7.91488,43.6989,"M3",-7.97827,43.48079,"14:00","18:00","2022-09-01"
"2108AR110-008",0,-7.88081,43.54009,"M3",-8.12662,43.52196,"14:00","18:00","2022-09-08"
"2208AP008-005",0,-7.84835,43.55492,"M1",-8.463,42.17416,"14:00","18:00","2022-08-10"
"2204AR048-001",0,-7.02065,43.45554,"M2",-7.09683,43.46605,"14:00","18:00","2022-08-18"
"2008AR067-001",0,-7.7949,43.70289,"M3",-8.32253,42.15971,"14:00","18:00","2022-09-10"
"2204AP004-001",0,-6.88866,43.51278,"M1",-8.21901,42.17759,"14:00","18:00","2022-08-02"
"2202AR011-001",0,-5.80582,43.57427,"M2",-7.66167,43.71272,"14:00","18:00","2022-09-08"
"1706AR207-001",0,-7.33223,43.51818,"M2",-8.6898,42.78931,"14:00","18:00","2022-08-31"
"2105AP003-001",0,-7.19782,43.36593,"M1",-7.76131,43.23003,"14:00","18:00","2022-08-31"
"1905AP004-003",0,-7.21653,43.36263,"M2",-8.5522,42.23444,"14:00","18:00","2022-09-06"
"2104AR035-013",0,-7.01632,43.49481,"M3",-8.67198,42.39222,"14:00","18:00","2022-08-18"
"1905AP004-008",0,-7.21032,43.35647,"M2",-8.50251,42.3233,"14:00","18:00","2022-08-16"
"2002AP005-005",0,-5.97296,43.35202,"M2",-8.64838,42.89877,"14:00","18:00","2022-08-13"
"1808AR366-006",0,-7.72186,43.6328,"M2",-7.84355,42.84903,"14:00","18:00","2022-08-10"
"1905AR211-003",0,-7.21764,43.33533,"M2",-8.56351,42.4309,"14:00","18:00","2022-08-02"
"1902AR031-001",0,-5.85552,43.47591,"M2",-8.78571,42.04961,"14:00","18:00","2022-08-05"
"2104AR027-003",0,-6.90951,43.48957,"M2",-7.91643,43.65526,"14:00","18:00","2022-08-26"
"2108AR046-002",0,-8.20154,43.59021,"M2",-7.78101,43.65953,"14:00","18:00","2022-09-10"
"2108AR043-001",0,-8.20742,43.59209,"M2",-7.78126,43.65897,"14:00","18:00","2022-08-09"
"2208AP008-010",0,-7.85157,43.55867,"M1",-8.24617,42.16948,"14:00","18:00","2022-08-01"
"2204AR010-002",0,-7.06845,43.39735,"M2",-7.09811,43.46062,"14:00","18:00","2022-08-14"
"1912AP008-007",0,-9.05944,43.00149,"M2",-8.59583,42.67891,"14:00","18:00","2022-09-14"
"2203AP002-003",0,-6.46696,43.471,"M2",-7.68486,43.7207,"14:00","18:00","2022-08-16"
"2107AR169-001",0,-7.59346,43.65169,"M3",-7.78444,43.71036,"14:00","18:00","2022-09-08"
"2205AR010-004",0,-7.17206,43.50909,"M2",-7.06335,43.4817,"14:00","18:00","2022-08-29"
"2202AP001-016",0,-5.94663,43.33866,"M1",-8.02594,42.51956,"14:00","18:00","2022-09-03"
"2006AP002-001",0,-7.38911,43.61098,"M2",-8.98756,42.63901,"14:00","18:00","2022-09-14"
"2104AP001-001",0,-6.76192,43.54763,"M2",-8.12828,43.62539,"14:00","18:00","2022-09-10"
"2202AR006-001",0,-5.88173,43.50639,"M2",-7.81969,43.64573,"14:00","18:00","2022-08-15"
"2102AR034-002",0,-5.91257,43.58759,"M3",-8.30753,42.17811,"14:00","18:00","2022-08-23"
"2103AR033-002",0,-6.08829,43.47848,"M2",-7.83738,43.55707,"14:00","18:00","2022-08-26"
"2108AZ064-001",0,-7.8691,43.64558,"M3",-7.08366,43.409,"14:00","18:00","2022-08-25"
"2008AZ054-001",0,-7.78247,43.71121,"M1",-7.37939,43.09101,"14:00","18:00","2022-09-09"
"2212AR063-001",0,-8.73711,42.99578,"M1",-8.70586,43.13799,"14:00","18:00","2022-08-02"
"2212AR063-002",0,-8.72336,43.01342,"M1",-8.71489,43.13967,"14:00","18:00","2022-09-06"
"2104AR042-005",0,-7.07947,43.41039,"M3",-8.78133,42.70372,"14:00","18:00","2022-08-05"
"1806AR024-009",0,-7.48762,43.48579,"M0",-7.22792,43.10652,"14:00","18:00","2022-08-06"
"2105AR090-003",0,-7.23292,43.4048,"M3",-8.9502,43.0217,"14:00","18:00","2022-08-01"
"2107AR164-069",0,-7.7062,43.50712,"M3",-8.05412,43.55252,"14:00","18:00","2022-09-05"
"2211AR069-001",0,-8.53027,43.11132,"M1",-8.33596,42.89146,"14:00","18:00","2022-08-13"
"2111AR148-003",0,-8.58313,43.19935,"M3",-4.13315,43.31024,"14:00","18:00","2022-09-11"
"1901AR032-004",0,-5.25212,43.39077,"M2",-8.49122,42.28104,"14:00","18:00","2022-08-28"
"2205AZ076-001",0,-7.16358,43.54166,"M1",-8.77824,42.05357,"14:00","18:00","2022-08-15"
"1907AR256-041",0,-7.68848,43.54617,"M2",-8.50658,42.63151,"14:00","18:00","2022-08-27"
"2002AP003-002",0,-5.98265,43.34994,"M2",-8.64799,42.89897,"14:00","18:00","2022-08-13"
"2211AR062-002",0,-8.55922,43.11111,"M1",-9.03681,42.5993,"14:00","18:00","2022-09-14"
"2204AR004-002",0,-7.07951,43.4175,"M2",-7.42506,43.5062,"14:00","18:00","2022-08-04"
"2212AP008-011",0,-8.93669,43.24825,"M1",-8.56106,42.96347,"14:00","18:00","2022-09-08"
"2105AP003-002",0,-7.19752,43.36655,"M1",-7.76409,43.22916,"14:00","18:00","2022-08-18"
"1912AP008-004",0,-9.06317,42.9961,"M2",-8.59505,42.67883,"14:00","18:00","2022-08-14"
"1917AR144-010",0,-8.36834,42.2569,"M2",-8.59606,42.68078,"14:00","18:00","2022-09-12"
"1917AR144-008",0,-8.37391,42.25661,"M2",-8.59545,42.68079,"14:00","18:00","2022-09-02"
"1913AP001-003",0,-8.57557,42.77044,"M2",-8.59647,42.67879,"14:00","18:00","2022-08-05"
"2115AR117-015",0,-8.51971,42.57104,"M3",-8.4719,42.26811,"20:00","00:00","2022-09-10"
"2114AR093-001",0,-8.72355,42.92651,"M3",-8.27237,42.22884,"20:00","00:00","2022-08-04"
"2113AR036-006",0,-8.44121,42.87816,"M3",-7.75689,43.06506,"20:00","00:00","2022-08-03"
"2202AR010-002",0,-5.80792,43.574,"M2",-8.13189,43.62357,"20:00","00:00","2022-08-16"
"2006AP002-006",0,-7.38295,43.60796,"M2",-8.91095,42.88708,"20:00","00:00","2022-09-01"
"2006AP002-005",0,-7.38923,43.61762,"M2",-8.90983,42.89172,"20:00","00:00","2022-09-04"
"2006AP002-004",0,-7.38164,43.60736,"M2",-8.70436,42.80206,"20:00","00:00","2022-08-19"
"1905AP004-007",0,-7.21005,43.35678,"M2",-8.37027,42.26637,"20:00","00:00","2022-08-07"
"2105AP002-015",0,-7.20445,43.37514,"M1",-7.47902,43.34073,"20:00","00:00","2022-09-11"
"1607AR221-001",0,-7.61327,43.58209,"M2",-8.4058,42.17904,"20:00","00:00","2022-09-01"
"2112AP005-002",0,-8.81382,43.13224,"M2",-7.92413,43.61745,"20:00","00:00","2022-08-01"
"2015AP002-003",0,-8.51249,42.58173,"M2",-8.21231,43.21251,"20:00","00:00","2022-08-08"
"2108AR198-001",0,-8.01025,43.61353,"M3",-7.36186,43.59052,"20:00","00:00","2022-08-27"
"2105AR089-003",0,-7.20911,43.42009,"M3",-8.79826,43.16085,"20:00","00:00","2022-08-13"
"2211AR073-001",0,-8.64636,43.30267,"M1",-8.56988,42.98615,"20:00","00:00","2022-08-18"
"1808AR366-001",0,-7.72031,43.63341,"M2",-7.47572,42.94518,"20:00","00:00","2022-08-29"
"2111AR104-004",0,-8.39912,43.24283,"M3",-5.87006,43.58299,"20:00","00:00","2022-08-26"
"2105AR089-002",0,-7.20538,43.41804,"M3",-8.84511,43.1033,"20:00","00:00","2022-08-17"
"2202AP001-012",0,-5.95002,43.33766,"M1",-8.24158,42.4513,"20:00","00:00","2022-08-31"
"2203AR016-009",0,-6.14391,43.49163,"M1",-7.56838,42.09592,"20:00","00:00","2022-08-18"
"2112AR157-002",0,-8.82237,43.173,"M3",-7.06051,43.00202,"20:00","00:00","2022-08-29"
