,idCamion,idPedido,start_date,end_date,tipo
100,A130974A,2108AR193-001,2022-08-02 07:00:00.648299,2022-08-02 11:30:55.770130,Entrega
101,A109742B,2116AR068-001,2022-08-01 07:00:00,2022-08-01 09:41:03.447814,Entrega
102,A104715D,1803AR007-011,2022-08-02 09:54:36.200355,2022-08-02 14:26:44.183839,Entrega
103,A121837B,1901AR002-016,2022-08-05 07:00:00,2022-08-05 12:36:19.198474,Entrega
104,A113290A,2108AR089-008,2022-08-04 08:00:00,2022-08-04 11:31:03.316339,Entrega
105,A121837A,2208AP008-008,2022-08-01 07:00:00,2022-08-01 11:15:43.507196,Entrega
106,A104096A,2108AR199-004,2022-08-05 07:00:00,2022-08-05 11:00:22.465237,Entrega
107,A128208A,2121AP007-002,2022-08-04 08:00:00,2022-08-04 10:06:10.281688,Entrega
108,A121152B,2114AR090-001,2022-08-02 15:25:14.831537,2022-08-04 08:00:00,Entrega
109,A123070B,2212AP008-007,2022-08-02 09:45:22.765670,2022-08-02 12:31:36.530956,Entrega
110,A103296A,2103AR008-001,2022-08-01 10:48:41.984076,2022-08-01 18:26:49.712152,Entrega
111,A115178D,1907AR309-002,2022-08-01 07:00:00,2022-08-01 11:12:38.274145,Entrega
112,A121837B,2107AR164-037,2022-08-05 12:36:19.198474,2022-08-05 15:54:09.331681,Entrega
113,A104715B,2210AR050-001,2022-08-05 11:02:56.248354,2022-08-08 08:00:00,Entrega
114,A104403D,2210AR046-004,2022-08-02 13:26:32.744494,2022-08-02 16:12:39.370365,Entrega
115,AA9001C,2021AR116-001,2022-08-04 07:00:00,2022-08-06 08:00:00,Entrega
116,A129921A,2104AR035-017,2022-08-01 10:51:51.776877,2022-08-01 15:20:40.177536,Entrega
117,A102966A,2009AR054-004,2022-08-06 07:00:00.335292,2022-08-06 10:59:31.028717,Entrega
118,A103451F,2201AP001-003,2022-08-05 07:00:00,2022-08-05 13:32:02.981392,Entrega
119,A121837B,2205AR041-001,2022-08-05 15:54:09.331681,2022-08-05 18:54:25.899314,Entrega
120,A103652A,2108AR177-001,2022-08-02 14:35:20.295962,2022-08-04 08:00:00,Entrega
121,A101602A,2002AP004-002,2022-08-06 10:03:14.335748,2022-08-06 17:24:27.521224,Entrega
122,A103698A,2017AR043-001,2022-08-01 11:18:23.440792,2022-08-01 14:39:08.934434,Entrega
123,A129921A,2108AR253-001,2022-08-01 15:20:40.177536,2022-08-03 08:00:00,Entrega
124,A103304A,2204AP001-002,2022-08-02 14:22:34.401345,2022-08-02 19:16:21.679481,Entrega
125,A116776A,1808AR366-007,2022-08-04 10:04:14.501777,2022-08-04 14:04:18.611585,Entrega
126,A129921A,2210AR049-005,2022-08-05 07:00:00,2022-08-05 10:42:35.945760,Entrega
127,AA9001F,2116AR049-008,2022-08-01 11:23:20.327994,2022-08-01 14:49:49.116348,Entrega
128,A104877A,2204AR021-005,2022-08-01 16:13:57.467807,2022-08-03 14:00:00,Entrega
129,AA9001C,2113AP011-002,2022-08-06 08:00:00,2022-08-06 11:52:07.707722,Entrega
130,A115178C,1907AR340-008,2022-08-02 14:54:37.518625,2022-08-02 18:25:58.392601,Entrega
131,A104877C,1921AR089-006,2022-08-02 11:05:09.322692,2022-08-04 08:00:00,Entrega
132,A123070A,2115AR117-018,2022-08-02 10:38:56.191004,2022-08-02 13:18:37.480778,Entrega
133,A103296A,2013AP004-004,2022-08-02 07:00:00.712152,2022-08-02 10:02:20.108720,Entrega
134,A104887A,2003AR127-003,2022-08-01 09:52:13.445788,2022-08-01 15:05:38.208050,Entrega
135,A115178C,2201AP003-002,2022-08-03 07:00:00.392601,2022-08-03 13:40:32.638857,Entrega
136,A127898A,2107AR164-010,2022-08-01 13:35:49.524986,2022-08-01 17:21:44.292366,Entrega
137,A115901A,2204AR043-002,2022-08-04 16:40:15.881223,2022-08-04 20:22:22.141035,Entrega
138,A115178C,1907AR256-042,2022-08-03 13:40:32.638857,2022-08-03 17:02:49.493219,Entrega
139,A104967A,2108AR238-001,2022-08-02 07:00:00,2022-08-02 09:48:01.491728,Entrega
140,AA9001F,2208AR120-002,2022-08-01 14:49:49.116348,2022-08-03 14:00:00,Entrega
141,A113290A,2108AR199-002,2022-08-04 11:31:03.316339,2022-08-04 13:52:46.649545,Entrega
142,A115901A,2014AR095-001,2022-08-05 07:00:00.141035,2022-08-05 11:14:21.267322,Entrega
143,A103296A,1902AR031-002,2022-08-02 10:02:20.108720,2022-08-02 17:28:41.565017,Entrega
144,AA9001C,2116AR059-001,2022-08-06 11:52:07.707722,2022-08-06 15:30:45.847880,Entrega
145,A109742A,2203AZ013-001,2022-08-03 07:00:00.222933,2022-08-03 12:35:03.020407,Entrega
146,A121485A,2112AP002-004,2022-08-01 10:21:01.388238,2022-08-03 08:00:00,Entrega
147,A121485A,2111AR091-001,2022-08-03 08:00:00,2022-08-03 12:20:50.797318,Entrega
148,A103761A,2210AR049-002,2022-08-01 12:18:19.506534,2022-08-01 16:22:15.244678,Entrega
149,A103451E,1908AR260-012,2022-08-01 07:00:00,2022-08-01 10:53:35.434258,Entrega
150,A104096A,2108AR132-005,2022-08-05 11:00:22.465237,2022-08-05 13:39:43.965604,Entrega
151,A130974A,2104AR040-004,2022-08-02 11:30:55.770130,2022-08-04 08:00:00,Entrega
152,A114833A,2121AP022-002,2022-08-01 17:53:42.960583,2022-08-03 08:00:00,Entrega
153,A106058E,2103AR036-001,2022-08-02 07:00:00.143868,2022-08-02 14:13:54.465867,Entrega
154,A128208A,2117AP033-002,2022-08-04 10:06:10.281688,2022-08-04 15:34:53.086646,Entrega
155,A109742A,2209AR049-003,2022-08-03 12:35:03.020407,2022-08-03 16:12:02.452595,Entrega
156,A104967B,2108AP002-005,2022-08-01 15:20:17.192790,2022-08-04 08:00:00,Entrega
157,A104877A,2021AR117-001,2022-08-04 07:00:00,2022-08-04 11:41:06.758762,Entrega
158,AA9001D,1905AR021-001,2022-08-01 10:25:24.011327,2022-08-01 16:03:39.478393,Entrega
159,A123070B,2103AR030-001,2022-08-02 12:31:36.530956,2022-08-04 08:00:00,Entrega
160,A103698A,2212AP009-010,2022-08-01 14:39:08.934434,2022-08-03 08:00:00,Entrega
161,A121837B,2212AP008-004,2022-08-05 18:54:25.899314,2022-08-05 21:53:55.902964,Entrega
162,A115178C,2108AR188-001,2022-08-04 07:00:00.493219,2022-08-04 10:50:51.673406,Entrega
163,A104877A,2113AR036-008,2022-08-04 11:41:06.758762,2022-08-04 15:12:49.517361,Entrega
164,A121485A,2211AR067-001,2022-08-04 07:00:00.797318,2022-08-04 11:40:41.955135,Entrega
165,A127898A,2111AR097-001,2022-08-01 17:21:44.292366,2022-08-01 21:24:45.077605,Entrega
166,A104877A,1908AR213-001,2022-08-04 15:12:49.517361,2022-08-04 19:27:48.675884,Entrega
167,A104403D,2108AR235-001,2022-08-02 16:12:39.370365,2022-08-04 08:00:00,Entrega
168,A109742B,2005AR125-001,2022-08-01 09:41:03.447814,2022-08-01 15:46:52.201603,Entrega
169,A115178D,2212AR044-003,2022-08-01 11:12:38.274145,2022-08-01 13:25:37.949069,Entrega
170,A104403D,2003AR010-002,2022-08-05 07:00:00,2022-08-05 12:18:28.865562,Entrega
171,A106022A,1901AR013-003,2022-08-03 07:00:00.612775,2022-08-03 13:40:45.084348,Entrega
172,AA9001C,2021AR116-004,2022-08-07 07:00:00.847880,2022-08-07 12:31:29.707007,Entrega
173,A115178C,2209AR040-009,2022-08-04 10:50:51.673406,2022-08-04 14:28:52.616326,Entrega
174,AA9001D,2108AR252-004,2022-08-01 16:03:39.478393,2022-08-03 20:00:00,Entrega
175,A103698A,2102AR074-001,2022-08-04 07:00:00,2022-08-04 12:55:21.750226,Entrega
176,A104967C,2121AP007-003,2022-08-06 07:00:00,2022-08-06 09:52:00.082740,Entrega
177,A104715B,2208AR189-001,2022-08-08 08:00:00,2022-08-10 08:00:00,Entrega
178,A104715B,2204AR020-011,2022-08-11 07:00:00,2022-08-11 12:24:29.248476,Entrega
179,A118173B,2108AR107-001,2022-08-01 07:00:00,2022-08-01 10:07:30.129399,Entrega
180,A101602A,2200AR008-001,2022-08-07 07:00:00.521224,2022-08-07 17:54:01.427259,Entrega
181,A127898A,2203AR016-005,2022-08-02 07:00:00.077605,2022-08-02 11:06:29.321485,Entrega
182,AA9001E,2204AP003-007,2022-08-03 08:00:00,2022-08-03 11:12:13.409882,Entrega
183,A121837A,2105AP002-003,2022-08-01 11:15:43.507196,2022-08-01 15:18:14.634279,Entrega
184,A104967C,2107AR100-015,2022-08-06 09:52:00.082740,2022-08-06 12:33:18.761281,Entrega
185,A104096A,2115AP015-003,2022-08-05 13:39:43.965604,2022-08-05 18:30:17.163439,Entrega
186,A104877A,2115AR117-009,2022-08-05 07:00:00.675884,2022-08-05 10:01:27.644786,Entrega
187,A104877A,2205AR020-001,2022-08-05 10:01:27.644786,2022-08-05 13:45:48.593986,Entrega
188,A113290A,1808AR188-021,2022-08-04 13:52:46.649545,2022-08-06 08:00:00,Entrega
189,AA9001F,2208AR163-013,2022-08-04 07:00:00,2022-08-04 12:31:20.847542,Entrega
190,A102966A,2001AR002-001,2022-08-07 07:00:00.028717,2022-08-10 08:00:00,Entrega
191,A103761A,1907AR441-017,2022-08-01 16:22:15.244678,2022-08-01 21:11:57.003107,Entrega
192,A104715D,1908AR078-003,2022-08-02 14:26:44.183839,2022-08-04 08:00:00,Entrega
193,A127810A,2104AR040-007,2022-08-10 11:05:49.486066,2022-08-10 16:31:30.227583,Entrega
194,A103698A,2106AR008-006,2022-08-04 12:55:21.750226,2022-08-04 15:41:23.996689,Entrega
195,A129921A,2210AZ033-001,2022-08-05 10:42:35.945760,2022-08-07 08:00:00,Entrega
196,A115901A,2201AP003-006,2022-08-05 11:14:21.267322,2022-08-08 08:00:00,Entrega
197,A106058E,2202AP001-017,2022-08-03 07:00:00.465867,2022-08-03 13:45:53.444035,Entrega
198,A103451F,1908AR078-005,2022-08-05 13:32:02.981392,2022-08-05 16:49:33.567575,Entrega
199,A121485A,2114AP012-001,2022-08-04 11:40:41.955135,2022-08-06 08:00:00,Entrega
200,A103304A,2212AP009-011,2022-08-03 07:00:00.679481,2022-08-03 10:24:48.189938,Entrega
201,A106022A,2117AP011-007,2022-08-03 13:40:45.084348,2022-08-03 17:55:27.415708,Entrega
202,A103761D,2105AP002-012,2022-08-02 07:00:00,2022-08-02 10:35:45.263005,Entrega
203,A103761A,2113AR069-001,2022-08-02 07:00:00.003107,2022-08-02 09:50:16.023783,Entrega
204,A121152B,2014AR077-002,2022-08-04 08:00:00,2022-08-04 11:14:21.788229,Entrega
205,A103451E,2105AR113-001,2022-08-01 10:53:35.434258,2022-08-01 14:59:39.003363,Entrega
206,A104096A,1905AP005-003,2022-08-06 07:00:00.163439,2022-08-06 11:14:25.229850,Entrega
207,A101602A,1905AP004-008,2022-08-08 07:00:00.427259,2022-08-08 11:28:36.139998,Entrega
208,A103296A,2109AR033-003,2022-08-03 07:00:00.565017,2022-08-03 11:14:45.160176,Entrega
209,A103761A,2204AR048-003,2022-08-02 09:50:16.023783,2022-08-02 13:23:09.516590,Entrega
210,AA9001F,1707AR187-001,2022-08-04 12:31:20.847542,2022-08-06 08:00:00,Entrega
211,A102966A,2104AR027-001,2022-08-11 07:00:00,2022-08-11 11:35:14.738707,Entrega
212,A116776A,1907AR256-038,2022-08-05 07:00:00.611585,2022-08-05 11:04:04.202286,Entrega
213,A104877C,2212AR049-002,2022-08-04 08:00:00,2022-08-04 10:17:19.040445,Entrega
214,A102966A,2008AR067-001,2022-08-11 11:35:14.738707,2022-08-11 15:28:11.170802,Entrega
215,A118173B,2106AR065-020,2022-08-01 10:07:30.129399,2022-08-01 13:22:43.063020,Entrega
216,A104967A,2108AP002-003,2022-08-02 09:48:01.491728,2022-08-02 12:06:59.171435,Entrega
217,A121837A,2003AR019-001,2022-08-02 07:00:00.634279,2022-08-04 08:00:00,Entrega
218,A103761A,2203AR016-014,2022-08-02 13:23:09.516590,2022-08-02 16:47:05.051356,Entrega
219,A121485A,2208AR164-005,2022-08-06 08:00:00,2022-08-06 11:57:37.385235,Entrega
220,A104967A,2003AR127-002,2022-08-02 12:06:59.171435,2022-08-02 17:26:32.214373,Entrega
221,A121485A,2107AR100-012,2022-08-07 07:00:00.385235,2022-08-07 11:16:20.791401,Entrega
222,A121837B,2105AR101-012,2022-08-06 07:00:00.902964,2022-08-06 11:40:22.571953,Entrega
223,A103698A,2108AR173-001,2022-08-04 15:41:23.996689,2022-08-04 17:47:41.431501,Entrega
224,A103761A,1802AR008-001,2022-08-02 16:47:05.051356,2022-08-05 08:00:00,Entrega
225,AA9001E,2002AP005-009,2022-08-03 11:12:13.409882,2022-08-03 16:38:07.311487,Entrega
226,A114833A,2011AR060-001,2022-08-03 08:00:00,2022-08-03 11:12:49.988710,Entrega
227,A104887A,1917AR144-004,2022-08-01 15:05:38.208050,2022-08-01 17:40:36.197927,Entrega
228,A109742B,2210AZ051-001,2022-08-01 15:46:52.201603,2022-08-01 19:17:28.111184,Entrega
229,A123070A,2112AP002-021,2022-08-02 13:18:37.480778,2022-08-02 16:59:42.477745,Entrega
230,AA9001F,2108AR083-001,2022-08-07 07:00:00,2022-08-07 10:23:13.972136,Entrega
231,A104967A,1901AR002-010,2022-08-03 07:00:00.214373,2022-08-05 08:00:00,Entrega
232,A103761D,2208AZ150-002,2022-08-02 10:35:45.263005,2022-08-02 14:21:45.530682,Entrega
233,A115901A,2207AP005-003,2022-08-09 07:00:00,2022-08-09 10:56:39.358287,Entrega
234,A113290A,2003AR082-001,2022-08-08 07:00:00,2022-08-08 12:44:34.988447,Entrega
235,A104877C,2103AR056-001,2022-08-06 07:00:00.040445,2022-08-08 08:00:00,Entrega
236,A104096A,2202AP001-010,2022-08-06 11:14:25.229850,2022-08-06 17:58:17.274610,Entrega
237,A103304A,2208AR180-007,2022-08-03 10:24:48.189938,2022-08-05 08:00:00,Entrega
238,A103761A,1902AR067-009,2022-08-06 07:00:00,2022-08-06 12:29:40.573636,Entrega
239,A104877A,2107AR100-019,2022-08-05 13:45:48.593986,2022-08-07 08:00:00,Entrega
240,A104403D,2104AP001-002,2022-08-05 12:18:28.865562,2022-08-07 08:00:00,Entrega
241,A103296A,2212AR044-004,2022-08-03 11:14:45.160176,2022-08-03 14:28:37.091750,Entrega
242,A109742B,2003AR131-001,2022-08-03 07:00:00.111184,2022-08-03 14:07:02.943515,Entrega
243,A113290A,2111AR104-004,2022-08-08 12:44:34.988447,2022-08-08 17:20:27.066277,Entrega
244,A104877A,2003AR013-002,2022-08-08 07:00:00,2022-08-08 12:54:09.975241,Entrega
245,A129921A,2102AR074-005,2022-08-08 07:00:00,2022-08-08 13:27:15.766149,Entrega
246,A127810A,2013AP004-002,2022-08-10 16:31:30.227583,2022-08-10 18:47:50.509299,Entrega
247,A103761D,2201AP004-002,2022-08-03 07:00:00.530682,2022-08-03 15:36:16.187127,Entrega
248,A103628A,2002AP006-001,2022-08-02 07:00:00.310045,2022-08-02 12:49:02.458103,Entrega
249,A104967B,2104AR035-006,2022-08-04 08:00:00,2022-08-06 08:00:00,Entrega
250,A108122A,2212AP008-011,2022-08-05 07:00:00,2022-08-05 10:10:00.200918,Entrega
251,A104715D,1901AR032-005,2022-08-05 07:00:00,2022-08-08 08:00:00,Entrega
252,A104096A,1902AR067-012,2022-08-07 07:00:00.274610,2022-08-07 13:49:36.083134,Entrega
253,AA9001E,2104AR035-023,2022-08-04 07:00:00.311487,2022-08-04 12:30:48.442463,Entrega
254,A104887A,2203AR016-002,2022-08-03 07:00:00.197927,2022-08-03 12:27:08.340762,Entrega
255,A104715B,2201AR004-002,2022-08-11 12:24:29.248476,2022-08-13 08:00:00,Entrega
256,A103451F,2110AR052-002,2022-08-05 16:49:33.567575,2022-08-05 19:59:02.193004,Entrega
257,A104403D,2209AR040-015,2022-08-07 08:00:00,2022-08-07 11:11:59.392738,Entrega
258,A104887A,2105AP002-016,2022-08-03 12:27:08.340762,2022-08-05 08:00:00,Entrega
259,A108122A,2007AR177-005,2022-08-05 10:10:00.200918,2022-08-08 08:00:00,Entrega
260,A127898A,1905AR021-003,2022-08-02 11:06:29.321485,2022-08-02 16:52:00.167884,Entrega
261,A103304A,2107AR164-038,2022-08-05 08:00:00,2022-08-05 11:39:42.615319,Entrega
262,A103451F,2116AP006-004,2022-08-06 07:00:00.193004,2022-08-06 11:05:09.497994,Entrega
263,A121837A,2116AR063-002,2022-08-04 08:00:00,2022-08-04 10:19:56.745494,Entrega
264,A121485A,2017AR043-002,2022-08-07 11:16:20.791401,2022-08-07 15:30:10.317777,Entrega
265,A103698A,2002AP005-005,2022-08-06 07:00:00.431501,2022-08-06 12:30:58.479362,Entrega
266,A103652A,2007AR327-002,2022-08-05 07:00:00,2022-08-05 09:21:44.088939,Entrega
267,A104967B,2208AR163-005,2022-08-08 07:00:00,2022-08-08 11:58:58.619064,Entrega
268,A104877C,2105AP002-004,2022-08-08 08:00:00,2022-08-08 11:49:19.516833,Entrega
269,A104967C,2104AR040-002,2022-08-06 12:33:18.761281,2022-08-06 17:18:10.493511,Entrega
270,A127898A,2108AR219-001,2022-08-04 07:00:00.167884,2022-08-04 11:08:43.431015,Entrega
271,A130974A,2008AR104-001,2022-08-05 07:00:00,2022-08-05 12:32:18.903647,Entrega
272,A103304A,2200AR035-004,2022-08-06 07:00:00.615319,2022-08-06 15:51:40.852966,Entrega
273,A104877C,2212AR049-003,2022-08-09 07:00:00.516833,2022-08-09 09:56:58.444241,Entrega
274,A109742A,1808AR154-001,2022-08-04 07:00:00.452595,2022-08-04 11:19:20.536144,Entrega
275,A104715D,2118AP002-005,2022-08-08 08:00:00,2022-08-08 11:29:13.005758,Entrega
