,idCamion,idPedido,start_date,end_date,tipo
44,A104967C,2202AP001-005,2022-08-02 07:00:00.792696,2022-08-02 13:39:42.696446,Entrega
45,A127898A,2201AP003-003,2022-08-01 11:02:48.658450,2022-08-04 08:00:00,Entrega
46,A121944A,2208AR102-001,2022-08-01 10:00:48.644771,2022-08-01 13:22:50.042290,Entrega
47,A104715A,2102AR066-001,2022-08-02 07:00:00.189187,2022-08-02 13:24:52.212200,Entrega
48,A112522A,1902AR031-001,2022-08-03 07:00:00.160736,2022-08-03 14:13:09.504846,Entrega
49,A127898A,2005AR130-004,2022-08-04 08:00:00,2022-08-04 12:27:46.321073,Entrega
0,A102966A,-1,2022-08-05 00:00:00,2022-08-05 23:59:59,Parada Programada
1,A103958A,-1,2022-08-04 00:00:00,2022-08-04 23:59:59,Parada Programada
2,A104715A,-1,2022-08-03 00:00:00,2022-08-03 23:59:59,Parada Programada
3,A104967C,-1,2022-08-04 00:00:00,2022-08-04 23:59:59,Parada Programada
4,A106022A,-1,2022-08-02 00:00:00,2022-08-02 23:59:59,Parada Programada
5,A112522A,-1,2022-08-01 00:00:00,2022-08-01 23:59:59,Parada Programada
6,A121944A,-1,2022-08-04 00:00:00,2022-08-04 23:59:59,Parada Programada
7,A127898A,-1,2022-08-03 00:00:00,2022-08-03 23:59:59,Parada Programada
8,A139955A,-1,2022-08-05 00:00:00,2022-08-05 23:59:59,Parada Programada
9,AA9001B,-1,2022-08-02 00:00:00,2022-08-02 23:59:59,Parada Programada
10,A102966A,-1,2022-08-09 00:00:00,2022-08-09 23:59:59,Parada Programada
11,A103958A,-1,2022-08-09 00:00:00,2022-08-09 23:59:59,Parada Programada
12,A104715A,-1,2022-08-08 00:00:00,2022-08-08 23:59:59,Parada Programada
13,A104967C,-1,2022-08-08 00:00:00,2022-08-08 23:59:59,Parada Programada
14,A106022A,-1,2022-08-07 00:00:00,2022-08-07 23:59:59,Parada Programada
15,A112522A,-1,2022-08-09 00:00:00,2022-08-09 23:59:59,Parada Programada
16,A121944A,-1,2022-08-09 00:00:00,2022-08-09 23:59:59,Parada Programada
17,A127898A,-1,2022-08-07 00:00:00,2022-08-07 23:59:59,Parada Programada
18,A139955A,-1,2022-08-08 00:00:00,2022-08-08 23:59:59,Parada Programada
19,AA9001B,-1,2022-08-07 00:00:00,2022-08-07 23:59:59,Parada Programada
20,A102966A,-1,2022-08-12 00:00:00,2022-08-12 23:59:59,Parada Programada
21,A103958A,-1,2022-08-11 00:00:00,2022-08-11 23:59:59,Parada Programada
22,A104715A,-1,2022-08-11 00:00:00,2022-08-11 23:59:59,Parada Programada
23,A104967C,-1,2022-08-12 00:00:00,2022-08-12 23:59:59,Parada Programada
24,A106022A,-1,2022-08-11 00:00:00,2022-08-11 23:59:59,Parada Programada
25,A112522A,-1,2022-08-11 00:00:00,2022-08-11 23:59:59,Parada Programada
26,A121944A,-1,2022-08-11 00:00:00,2022-08-11 23:59:59,Parada Programada
27,A127898A,-1,2022-08-11 00:00:00,2022-08-11 23:59:59,Parada Programada
28,A139955A,-1,2022-08-11 00:00:00,2022-08-11 23:59:59,Parada Programada
29,AA9001B,-1,2022-08-11 00:00:00,2022-08-11 23:59:59,Parada Programada
30,A102966A,-1,2022-08-15 00:00:00,2022-08-15 23:59:59,Parada Programada
31,A103958A,-1,2022-08-16 00:00:00,2022-08-16 23:59:59,Parada Programada
32,A104715A,-1,2022-08-15 00:00:00,2022-08-15 23:59:59,Parada Programada
33,A104967C,-1,2022-08-14 00:00:00,2022-08-14 23:59:59,Parada Programada
34,A106022A,-1,2022-08-15 00:00:00,2022-08-15 23:59:59,Parada Programada
35,A112522A,-1,2022-08-14 00:00:00,2022-08-14 23:59:59,Parada Programada
36,A121944A,-1,2022-08-14 00:00:00,2022-08-14 23:59:59,Parada Programada
37,A127898A,-1,2022-08-14 00:00:00,2022-08-14 23:59:59,Parada Programada
38,A139955A,-1,2022-08-14 00:00:00,2022-08-14 23:59:59,Parada Programada
39,AA9001B,-1,2022-08-14 00:00:00,2022-08-14 23:59:59,Parada Programada
40,A102966A,-1,2022-08-18 00:00:00,2022-08-18 23:59:59,Parada Programada
41,A103958A,-1,2022-08-18 00:00:00,2022-08-18 23:59:59,Parada Programada
42,A104715A,-1,2022-08-18 00:00:00,2022-08-18 23:59:59,Parada Programada
43,A104967C,-1,2022-08-19 00:00:00,2022-08-19 23:59:59,Parada Programada
44,A106022A,-1,2022-08-18 00:00:00,2022-08-18 23:59:59,Parada Programada
45,A112522A,-1,2022-08-18 00:00:00,2022-08-18 23:59:59,Parada Programada
46,A121944A,-1,2022-08-18 00:00:00,2022-08-18 23:59:59,Parada Programada
47,A127898A,-1,2022-08-19 00:00:00,2022-08-19 23:59:59,Parada Programada
48,A139955A,-1,2022-08-18 00:00:00,2022-08-18 23:59:59,Parada Programada
49,AA9001B,-1,2022-08-18 00:00:00,2022-08-18 23:59:59,Parada Programada
50,A102966A,-1,2022-08-21 00:00:00,2022-08-21 23:59:59,Parada Programada
51,A103958A,-1,2022-08-22 00:00:00,2022-08-22 23:59:59,Parada Programada
52,A104715A,-1,2022-08-21 00:00:00,2022-08-21 23:59:59,Parada Programada
53,A104967C,-1,2022-08-21 00:00:00,2022-08-21 23:59:59,Parada Programada
54,A106022A,-1,2022-08-22 00:00:00,2022-08-22 23:59:59,Parada Programada
55,A112522A,-1,2022-08-23 00:00:00,2022-08-23 23:59:59,Parada Programada
56,A121944A,-1,2022-08-21 00:00:00,2022-08-21 23:59:59,Parada Programada
57,A127898A,-1,2022-08-22 00:00:00,2022-08-22 23:59:59,Parada Programada
58,A139955A,-1,2022-08-23 00:00:00,2022-08-23 23:59:59,Parada Programada
59,AA9001B,-1,2022-08-23 00:00:00,2022-08-23 23:59:59,Parada Programada
60,A102966A,-1,2022-08-26 00:00:00,2022-08-26 23:59:59,Parada Programada
61,A103958A,-1,2022-08-26 00:00:00,2022-08-26 23:59:59,Parada Programada
62,A104715A,-1,2022-08-26 00:00:00,2022-08-26 23:59:59,Parada Programada
63,A104967C,-1,2022-08-26 00:00:00,2022-08-26 23:59:59,Parada Programada
64,A106022A,-1,2022-08-26 00:00:00,2022-08-26 23:59:59,Parada Programada
65,A112522A,-1,2022-08-25 00:00:00,2022-08-25 23:59:59,Parada Programada
66,A121944A,-1,2022-08-25 00:00:00,2022-08-25 23:59:59,Parada Programada
67,A127898A,-1,2022-08-25 00:00:00,2022-08-25 23:59:59,Parada Programada
68,A139955A,-1,2022-08-25 00:00:00,2022-08-25 23:59:59,Parada Programada
69,AA9001B,-1,2022-08-26 00:00:00,2022-08-26 23:59:59,Parada Programada
70,A102966A,-1,2022-08-30 00:00:00,2022-08-30 23:59:59,Parada Programada
71,A103958A,-1,2022-08-28 00:00:00,2022-08-28 23:59:59,Parada Programada
72,A104715A,-1,2022-08-29 00:00:00,2022-08-29 23:59:59,Parada Programada
73,A104967C,-1,2022-08-28 00:00:00,2022-08-28 23:59:59,Parada Programada
74,A106022A,-1,2022-08-30 00:00:00,2022-08-30 23:59:59,Parada Programada
75,A112522A,-1,2022-08-30 00:00:00,2022-08-30 23:59:59,Parada Programada
76,A121944A,-1,2022-08-29 00:00:00,2022-08-29 23:59:59,Parada Programada
77,A127898A,-1,2022-08-29 00:00:00,2022-08-29 23:59:59,Parada Programada
78,A139955A,-1,2022-08-29 00:00:00,2022-08-29 23:59:59,Parada Programada
79,AA9001B,-1,2022-08-28 00:00:00,2022-08-28 23:59:59,Parada Programada
80,A102966A,-1,2022-09-02 00:00:00,2022-09-02 23:59:59,Parada Programada
81,A103958A,-1,2022-09-02 00:00:00,2022-09-02 23:59:59,Parada Programada
82,A104715A,-1,2022-09-01 00:00:00,2022-09-01 23:59:59,Parada Programada
83,A104967C,-1,2022-09-01 00:00:00,2022-09-01 23:59:59,Parada Programada
84,A106022A,-1,2022-09-01 00:00:00,2022-09-01 23:59:59,Parada Programada
85,A112522A,-1,2022-09-01 00:00:00,2022-09-01 23:59:59,Parada Programada
86,A121944A,-1,2022-09-02 00:00:00,2022-09-02 23:59:59,Parada Programada
87,A127898A,-1,2022-09-01 00:00:00,2022-09-01 23:59:59,Parada Programada
88,A139955A,-1,2022-09-02 00:00:00,2022-09-02 23:59:59,Parada Programada
89,AA9001B,-1,2022-09-01 00:00:00,2022-09-01 23:59:59,Parada Programada
90,A102966A,-1,2022-09-06 00:00:00,2022-09-06 23:59:59,Parada Programada
91,A103958A,-1,2022-09-06 00:00:00,2022-09-06 23:59:59,Parada Programada
92,A104715A,-1,2022-09-04 00:00:00,2022-09-04 23:59:59,Parada Programada
93,A104967C,-1,2022-09-05 00:00:00,2022-09-05 23:59:59,Parada Programada
94,A106022A,-1,2022-09-05 00:00:00,2022-09-05 23:59:59,Parada Programada
95,A112522A,-1,2022-09-06 00:00:00,2022-09-06 23:59:59,Parada Programada
96,A121944A,-1,2022-09-06 00:00:00,2022-09-06 23:59:59,Parada Programada
97,A127898A,-1,2022-09-06 00:00:00,2022-09-06 23:59:59,Parada Programada
98,A139955A,-1,2022-09-05 00:00:00,2022-09-05 23:59:59,Parada Programada
99,AA9001B,-1,2022-09-04 00:00:00,2022-09-04 23:59:59,Parada Programada
