,idCamion,idPedido,start_date,end_date,tipo
68,A119269A,2006AP005-001,2022-08-01 11:06:50.921527,2022-08-03 08:00:00,Entrega
69,A140758A,1902AR067-004,2022-08-03 07:00:00.231084,2022-08-03 14:33:42.031809,Entrega
70,A103296A,2204AP004-003,2022-08-04 07:00:00,2022-08-04 11:52:40.287333,Entrega
71,A103652A,1902AR067-002,2022-08-05 07:00:00,2022-08-05 13:31:55.605161,Entrega
72,A120540A,2003AP002-002,2022-08-03 07:00:00.111869,2022-08-03 14:03:26.832969,Entrega
73,A103958A,1903AR141-002,2022-08-05 11:10:56.408237,2022-08-05 18:31:28.191914,Entrega
74,A104096A,2202AP001-013,2022-08-02 13:19:43.321448,2022-08-02 19:14:48.821381,Entrega
75,A106022A,2002AP003-001,2022-08-01 11:12:04.678518,2022-08-01 18:08:14.766150,Entrega
76,A106022A,2003AR131-002,2022-08-03 07:00:00.766150,2022-08-05 08:00:00,Entrega
77,A103958A,2102AR037-001,2022-08-06 07:00:00.191914,2022-08-06 13:44:48.721229,Entrega
78,A120540A,2103AR035-001,2022-08-04 07:00:00.832969,2022-08-04 14:06:36.167650,Entrega
79,A103958A,1803AR007-012,2022-08-06 13:44:48.721229,2022-08-08 08:00:00,Entrega
80,A103451C,2203AZ013-003,2022-08-01 13:23:23.471561,2022-08-01 18:50:01.604433,Entrega
81,A104096A,2201AP003-005,2022-08-03 07:00:00.821381,2022-08-05 08:00:00,Entrega
82,A103958A,2202AR007-006,2022-08-10 07:00:00,2022-08-10 12:37:01.379224,Entrega
83,A104096A,2201AP002-004,2022-08-05 08:00:00,2022-08-05 13:33:20.481217,Entrega
84,A106022A,2102AR027-006,2022-08-06 07:00:00,2022-08-06 14:26:49.544702,Entrega
85,A104715C,1901AR032-003,2022-08-11 07:00:00.132757,2022-08-13 08:00:00,Entrega
86,A120540A,2200AR035-001,2022-08-05 07:00:00.167650,2022-08-05 17:14:10.191035,Entrega
87,A103761A,1912AP008-005,2022-08-01 09:51:45.480161,2022-08-03 08:00:00,Entrega
88,A121944A,2200AR029-001,2022-08-08 07:00:00,2022-08-08 16:47:53.608644,Entrega
89,A103451C,1901AR013-003,2022-08-02 07:00:00.604433,2022-08-02 13:18:34.867378,Entrega
90,A120540A,2201AP002-001,2022-08-06 07:00:00.191035,2022-08-08 08:00:00,Entrega
91,A103761A,1906AR154-001,2022-08-03 08:00:00,2022-08-05 08:00:00,Entrega
92,A106058E,2008AR015-002,2022-08-01 10:05:41.286075,2022-08-01 14:16:30.723953,Entrega
93,A104096A,2006AP004-001,2022-08-06 07:00:00.481217,2022-08-06 10:29:40.741806,Entrega
94,A104877C,2102AR027-002,2022-08-01 12:35:19.351963,2022-08-01 19:31:40.536144,Entrega
95,A104877C,2203AR016-003,2022-08-02 07:00:00.536144,2022-08-02 12:50:08.263972,Entrega
96,A119269A,2002AR056-001,2022-08-05 07:00:00,2022-08-07 08:00:00,Entrega
97,A104877C,2105AR100-003,2022-08-02 12:50:08.263972,2022-08-02 18:11:31.781567,Entrega
98,A103451C,2108AR182-001,2022-08-02 13:18:34.867378,2022-08-02 16:58:38.555399,Entrega
99,A104403D,1905AP005-004,2022-08-05 08:00:00,2022-08-07 08:00:00,Entrega
0,A103296A,-1,2022-08-05 00:00:00,2022-08-05 23:59:59,Parada Programada
1,A103304A,-1,2022-08-01 00:00:00,2022-08-01 23:59:59,Parada Programada
2,A103451A,-1,2022-08-05 00:00:00,2022-08-05 23:59:59,Parada Programada
3,A103451C,-1,2022-08-04 00:00:00,2022-08-04 23:59:59,Parada Programada
4,A103451D,-1,2022-08-04 00:00:00,2022-08-04 23:59:59,Parada Programada
5,A103652A,-1,2022-08-03 00:00:00,2022-08-03 23:59:59,Parada Programada
6,A103761A,-1,2022-08-04 00:00:00,2022-08-04 23:59:59,Parada Programada
7,A103958A,-1,2022-08-04 00:00:00,2022-08-04 23:59:59,Parada Programada
8,A104096A,-1,2022-08-01 00:00:00,2022-08-01 23:59:59,Parada Programada
9,A104403D,-1,2022-08-01 00:00:00,2022-08-01 23:59:59,Parada Programada
10,A104715C,-1,2022-08-02 00:00:00,2022-08-02 23:59:59,Parada Programada
11,A104877C,-1,2022-08-05 00:00:00,2022-08-05 23:59:59,Parada Programada
12,A106022A,-1,2022-08-02 00:00:00,2022-08-02 23:59:59,Parada Programada
13,A106058E,-1,2022-08-04 00:00:00,2022-08-04 23:59:59,Parada Programada
14,A119269A,-1,2022-08-04 00:00:00,2022-08-04 23:59:59,Parada Programada
15,A120540A,-1,2022-08-02 00:00:00,2022-08-02 23:59:59,Parada Programada
16,A121944A,-1,2022-08-04 00:00:00,2022-08-04 23:59:59,Parada Programada
17,A123070A,-1,2022-08-01 00:00:00,2022-08-01 23:59:59,Parada Programada
18,A125695C,-1,2022-08-03 00:00:00,2022-08-03 23:59:59,Parada Programada
19,A140758A,-1,2022-08-01 00:00:00,2022-08-01 23:59:59,Parada Programada
20,A103296A,-1,2022-08-07 00:00:00,2022-08-07 23:59:59,Parada Programada
21,A103304A,-1,2022-08-09 00:00:00,2022-08-09 23:59:59,Parada Programada
22,A103451A,-1,2022-08-08 00:00:00,2022-08-08 23:59:59,Parada Programada
23,A103451C,-1,2022-08-07 00:00:00,2022-08-07 23:59:59,Parada Programada
24,A103451D,-1,2022-08-07 00:00:00,2022-08-07 23:59:59,Parada Programada
25,A103652A,-1,2022-08-09 00:00:00,2022-08-09 23:59:59,Parada Programada
26,A103761A,-1,2022-08-09 00:00:00,2022-08-09 23:59:59,Parada Programada
27,A103958A,-1,2022-08-09 00:00:00,2022-08-09 23:59:59,Parada Programada
28,A104096A,-1,2022-08-08 00:00:00,2022-08-08 23:59:59,Parada Programada
29,A104403D,-1,2022-08-08 00:00:00,2022-08-08 23:59:59,Parada Programada
30,A104715C,-1,2022-08-08 00:00:00,2022-08-08 23:59:59,Parada Programada
31,A104877C,-1,2022-08-07 00:00:00,2022-08-07 23:59:59,Parada Programada
32,A106022A,-1,2022-08-07 00:00:00,2022-08-07 23:59:59,Parada Programada
33,A106058E,-1,2022-08-07 00:00:00,2022-08-07 23:59:59,Parada Programada
34,A119269A,-1,2022-08-09 00:00:00,2022-08-09 23:59:59,Parada Programada
35,A120540A,-1,2022-08-09 00:00:00,2022-08-09 23:59:59,Parada Programada
36,A121944A,-1,2022-08-09 00:00:00,2022-08-09 23:59:59,Parada Programada
37,A123070A,-1,2022-08-07 00:00:00,2022-08-07 23:59:59,Parada Programada
38,A125695C,-1,2022-08-08 00:00:00,2022-08-08 23:59:59,Parada Programada
39,A140758A,-1,2022-08-08 00:00:00,2022-08-08 23:59:59,Parada Programada
40,A103296A,-1,2022-08-12 00:00:00,2022-08-12 23:59:59,Parada Programada
41,A103304A,-1,2022-08-11 00:00:00,2022-08-11 23:59:59,Parada Programada
42,A103451A,-1,2022-08-12 00:00:00,2022-08-12 23:59:59,Parada Programada
43,A103451C,-1,2022-08-12 00:00:00,2022-08-12 23:59:59,Parada Programada
44,A103451D,-1,2022-08-11 00:00:00,2022-08-11 23:59:59,Parada Programada
45,A103652A,-1,2022-08-12 00:00:00,2022-08-12 23:59:59,Parada Programada
46,A103761A,-1,2022-08-12 00:00:00,2022-08-12 23:59:59,Parada Programada
47,A103958A,-1,2022-08-11 00:00:00,2022-08-11 23:59:59,Parada Programada
48,A104096A,-1,2022-08-11 00:00:00,2022-08-11 23:59:59,Parada Programada
49,A104403D,-1,2022-08-12 00:00:00,2022-08-12 23:59:59,Parada Programada
50,A104715C,-1,2022-08-12 00:00:00,2022-08-12 23:59:59,Parada Programada
51,A104877C,-1,2022-08-12 00:00:00,2022-08-12 23:59:59,Parada Programada
52,A106022A,-1,2022-08-11 00:00:00,2022-08-11 23:59:59,Parada Programada
53,A106058E,-1,2022-08-12 00:00:00,2022-08-12 23:59:59,Parada Programada
54,A119269A,-1,2022-08-12 00:00:00,2022-08-12 23:59:59,Parada Programada
55,A120540A,-1,2022-08-12 00:00:00,2022-08-12 23:59:59,Parada Programada
56,A121944A,-1,2022-08-11 00:00:00,2022-08-11 23:59:59,Parada Programada
57,A123070A,-1,2022-08-12 00:00:00,2022-08-12 23:59:59,Parada Programada
58,A125695C,-1,2022-08-11 00:00:00,2022-08-11 23:59:59,Parada Programada
59,A140758A,-1,2022-08-12 00:00:00,2022-08-12 23:59:59,Parada Programada
60,A103296A,-1,2022-08-16 00:00:00,2022-08-16 23:59:59,Parada Programada
61,A103304A,-1,2022-08-15 00:00:00,2022-08-15 23:59:59,Parada Programada
62,A103451A,-1,2022-08-16 00:00:00,2022-08-16 23:59:59,Parada Programada
63,A103451C,-1,2022-08-15 00:00:00,2022-08-15 23:59:59,Parada Programada
64,A103451D,-1,2022-08-14 00:00:00,2022-08-14 23:59:59,Parada Programada
65,A103652A,-1,2022-08-16 00:00:00,2022-08-16 23:59:59,Parada Programada
66,A103761A,-1,2022-08-14 00:00:00,2022-08-14 23:59:59,Parada Programada
67,A103958A,-1,2022-08-16 00:00:00,2022-08-16 23:59:59,Parada Programada
68,A104096A,-1,2022-08-16 00:00:00,2022-08-16 23:59:59,Parada Programada
69,A104403D,-1,2022-08-15 00:00:00,2022-08-15 23:59:59,Parada Programada
70,A104715C,-1,2022-08-16 00:00:00,2022-08-16 23:59:59,Parada Programada
71,A104877C,-1,2022-08-14 00:00:00,2022-08-14 23:59:59,Parada Programada
72,A106022A,-1,2022-08-15 00:00:00,2022-08-15 23:59:59,Parada Programada
73,A106058E,-1,2022-08-14 00:00:00,2022-08-14 23:59:59,Parada Programada
74,A119269A,-1,2022-08-16 00:00:00,2022-08-16 23:59:59,Parada Programada
75,A120540A,-1,2022-08-16 00:00:00,2022-08-16 23:59:59,Parada Programada
76,A121944A,-1,2022-08-14 00:00:00,2022-08-14 23:59:59,Parada Programada
77,A123070A,-1,2022-08-16 00:00:00,2022-08-16 23:59:59,Parada Programada
78,A125695C,-1,2022-08-14 00:00:00,2022-08-14 23:59:59,Parada Programada
79,A140758A,-1,2022-08-15 00:00:00,2022-08-15 23:59:59,Parada Programada
80,A103296A,-1,2022-08-18 00:00:00,2022-08-18 23:59:59,Parada Programada
81,A103304A,-1,2022-08-18 00:00:00,2022-08-18 23:59:59,Parada Programada
82,A103451A,-1,2022-08-19 00:00:00,2022-08-19 23:59:59,Parada Programada
83,A103451C,-1,2022-08-19 00:00:00,2022-08-19 23:59:59,Parada Programada
84,A103451D,-1,2022-08-19 00:00:00,2022-08-19 23:59:59,Parada Programada
85,A103652A,-1,2022-08-18 00:00:00,2022-08-18 23:59:59,Parada Programada
86,A103761A,-1,2022-08-19 00:00:00,2022-08-19 23:59:59,Parada Programada
87,A103958A,-1,2022-08-18 00:00:00,2022-08-18 23:59:59,Parada Programada
88,A104096A,-1,2022-08-18 00:00:00,2022-08-18 23:59:59,Parada Programada
89,A104403D,-1,2022-08-19 00:00:00,2022-08-19 23:59:59,Parada Programada
90,A104715C,-1,2022-08-19 00:00:00,2022-08-19 23:59:59,Parada Programada
91,A104877C,-1,2022-08-19 00:00:00,2022-08-19 23:59:59,Parada Programada
92,A106022A,-1,2022-08-18 00:00:00,2022-08-18 23:59:59,Parada Programada
93,A106058E,-1,2022-08-19 00:00:00,2022-08-19 23:59:59,Parada Programada
94,A119269A,-1,2022-08-18 00:00:00,2022-08-18 23:59:59,Parada Programada
95,A120540A,-1,2022-08-19 00:00:00,2022-08-19 23:59:59,Parada Programada
96,A121944A,-1,2022-08-18 00:00:00,2022-08-18 23:59:59,Parada Programada
97,A123070A,-1,2022-08-18 00:00:00,2022-08-18 23:59:59,Parada Programada
98,A125695C,-1,2022-08-18 00:00:00,2022-08-18 23:59:59,Parada Programada
99,A140758A,-1,2022-08-19 00:00:00,2022-08-19 23:59:59,Parada Programada
100,A103296A,-1,2022-08-23 00:00:00,2022-08-23 23:59:59,Parada Programada
101,A103304A,-1,2022-08-21 00:00:00,2022-08-21 23:59:59,Parada Programada
102,A103451A,-1,2022-08-23 00:00:00,2022-08-23 23:59:59,Parada Programada
103,A103451C,-1,2022-08-22 00:00:00,2022-08-22 23:59:59,Parada Programada
104,A103451D,-1,2022-08-22 00:00:00,2022-08-22 23:59:59,Parada Programada
105,A103652A,-1,2022-08-22 00:00:00,2022-08-22 23:59:59,Parada Programada
106,A103761A,-1,2022-08-23 00:00:00,2022-08-23 23:59:59,Parada Programada
107,A103958A,-1,2022-08-22 00:00:00,2022-08-22 23:59:59,Parada Programada
108,A104096A,-1,2022-08-21 00:00:00,2022-08-21 23:59:59,Parada Programada
109,A104403D,-1,2022-08-23 00:00:00,2022-08-23 23:59:59,Parada Programada
110,A104715C,-1,2022-08-22 00:00:00,2022-08-22 23:59:59,Parada Programada
111,A104877C,-1,2022-08-23 00:00:00,2022-08-23 23:59:59,Parada Programada
112,A106022A,-1,2022-08-22 00:00:00,2022-08-22 23:59:59,Parada Programada
113,A106058E,-1,2022-08-23 00:00:00,2022-08-23 23:59:59,Parada Programada
114,A119269A,-1,2022-08-22 00:00:00,2022-08-22 23:59:59,Parada Programada
115,A120540A,-1,2022-08-22 00:00:00,2022-08-22 23:59:59,Parada Programada
116,A121944A,-1,2022-08-21 00:00:00,2022-08-21 23:59:59,Parada Programada
117,A123070A,-1,2022-08-21 00:00:00,2022-08-21 23:59:59,Parada Programada
118,A125695C,-1,2022-08-23 00:00:00,2022-08-23 23:59:59,Parada Programada
119,A140758A,-1,2022-08-22 00:00:00,2022-08-22 23:59:59,Parada Programada
120,A103296A,-1,2022-08-26 00:00:00,2022-08-26 23:59:59,Parada Programada
121,A103304A,-1,2022-08-25 00:00:00,2022-08-25 23:59:59,Parada Programada
122,A103451A,-1,2022-08-26 00:00:00,2022-08-26 23:59:59,Parada Programada
123,A103451C,-1,2022-08-26 00:00:00,2022-08-26 23:59:59,Parada Programada
124,A103451D,-1,2022-08-25 00:00:00,2022-08-25 23:59:59,Parada Programada
125,A103652A,-1,2022-08-25 00:00:00,2022-08-25 23:59:59,Parada Programada
126,A103761A,-1,2022-08-26 00:00:00,2022-08-26 23:59:59,Parada Programada
127,A103958A,-1,2022-08-26 00:00:00,2022-08-26 23:59:59,Parada Programada
128,A104096A,-1,2022-08-25 00:00:00,2022-08-25 23:59:59,Parada Programada
129,A104403D,-1,2022-08-26 00:00:00,2022-08-26 23:59:59,Parada Programada
130,A104715C,-1,2022-08-26 00:00:00,2022-08-26 23:59:59,Parada Programada
131,A104877C,-1,2022-08-25 00:00:00,2022-08-25 23:59:59,Parada Programada
132,A106022A,-1,2022-08-26 00:00:00,2022-08-26 23:59:59,Parada Programada
133,A106058E,-1,2022-08-25 00:00:00,2022-08-25 23:59:59,Parada Programada
134,A119269A,-1,2022-08-26 00:00:00,2022-08-26 23:59:59,Parada Programada
135,A120540A,-1,2022-08-26 00:00:00,2022-08-26 23:59:59,Parada Programada
136,A121944A,-1,2022-08-25 00:00:00,2022-08-25 23:59:59,Parada Programada
137,A123070A,-1,2022-08-26 00:00:00,2022-08-26 23:59:59,Parada Programada
138,A125695C,-1,2022-08-26 00:00:00,2022-08-26 23:59:59,Parada Programada
139,A140758A,-1,2022-08-26 00:00:00,2022-08-26 23:59:59,Parada Programada
140,A103296A,-1,2022-08-30 00:00:00,2022-08-30 23:59:59,Parada Programada
141,A103304A,-1,2022-08-30 00:00:00,2022-08-30 23:59:59,Parada Programada
142,A103451A,-1,2022-08-29 00:00:00,2022-08-29 23:59:59,Parada Programada
143,A103451C,-1,2022-08-28 00:00:00,2022-08-28 23:59:59,Parada Programada
144,A103451D,-1,2022-08-30 00:00:00,2022-08-30 23:59:59,Parada Programada
145,A103652A,-1,2022-08-30 00:00:00,2022-08-30 23:59:59,Parada Programada
146,A103761A,-1,2022-08-30 00:00:00,2022-08-30 23:59:59,Parada Programada
147,A103958A,-1,2022-08-28 00:00:00,2022-08-28 23:59:59,Parada Programada
148,A104096A,-1,2022-08-28 00:00:00,2022-08-28 23:59:59,Parada Programada
149,A104403D,-1,2022-08-29 00:00:00,2022-08-29 23:59:59,Parada Programada
150,A104715C,-1,2022-08-28 00:00:00,2022-08-28 23:59:59,Parada Programada
151,A104877C,-1,2022-08-30 00:00:00,2022-08-30 23:59:59,Parada Programada
152,A106022A,-1,2022-08-30 00:00:00,2022-08-30 23:59:59,Parada Programada
153,A106058E,-1,2022-08-30 00:00:00,2022-08-30 23:59:59,Parada Programada
154,A119269A,-1,2022-08-29 00:00:00,2022-08-29 23:59:59,Parada Programada
155,A120540A,-1,2022-08-28 00:00:00,2022-08-28 23:59:59,Parada Programada
156,A121944A,-1,2022-08-29 00:00:00,2022-08-29 23:59:59,Parada Programada
157,A123070A,-1,2022-08-28 00:00:00,2022-08-28 23:59:59,Parada Programada
158,A125695C,-1,2022-08-29 00:00:00,2022-08-29 23:59:59,Parada Programada
159,A140758A,-1,2022-08-28 00:00:00,2022-08-28 23:59:59,Parada Programada
160,A103296A,-1,2022-09-01 00:00:00,2022-09-01 23:59:59,Parada Programada
161,A103304A,-1,2022-09-02 00:00:00,2022-09-02 23:59:59,Parada Programada
162,A103451A,-1,2022-09-02 00:00:00,2022-09-02 23:59:59,Parada Programada
163,A103451C,-1,2022-09-02 00:00:00,2022-09-02 23:59:59,Parada Programada
164,A103451D,-1,2022-09-02 00:00:00,2022-09-02 23:59:59,Parada Programada
165,A103652A,-1,2022-09-02 00:00:00,2022-09-02 23:59:59,Parada Programada
166,A103761A,-1,2022-09-01 00:00:00,2022-09-01 23:59:59,Parada Programada
167,A103958A,-1,2022-09-02 00:00:00,2022-09-02 23:59:59,Parada Programada
168,A104096A,-1,2022-09-02 00:00:00,2022-09-02 23:59:59,Parada Programada
169,A104403D,-1,2022-09-01 00:00:00,2022-09-01 23:59:59,Parada Programada
170,A104715C,-1,2022-09-02 00:00:00,2022-09-02 23:59:59,Parada Programada
171,A104877C,-1,2022-09-02 00:00:00,2022-09-02 23:59:59,Parada Programada
172,A106022A,-1,2022-09-01 00:00:00,2022-09-01 23:59:59,Parada Programada
173,A106058E,-1,2022-09-02 00:00:00,2022-09-02 23:59:59,Parada Programada
174,A119269A,-1,2022-09-02 00:00:00,2022-09-02 23:59:59,Parada Programada
175,A120540A,-1,2022-09-01 00:00:00,2022-09-01 23:59:59,Parada Programada
176,A121944A,-1,2022-09-02 00:00:00,2022-09-02 23:59:59,Parada Programada
177,A123070A,-1,2022-09-02 00:00:00,2022-09-02 23:59:59,Parada Programada
178,A125695C,-1,2022-09-01 00:00:00,2022-09-01 23:59:59,Parada Programada
179,A140758A,-1,2022-09-01 00:00:00,2022-09-01 23:59:59,Parada Programada
180,A103296A,-1,2022-09-05 00:00:00,2022-09-05 23:59:59,Parada Programada
181,A103304A,-1,2022-09-06 00:00:00,2022-09-06 23:59:59,Parada Programada
182,A103451A,-1,2022-09-05 00:00:00,2022-09-05 23:59:59,Parada Programada
183,A103451C,-1,2022-09-05 00:00:00,2022-09-05 23:59:59,Parada Programada
184,A103451D,-1,2022-09-05 00:00:00,2022-09-05 23:59:59,Parada Programada
185,A103652A,-1,2022-09-06 00:00:00,2022-09-06 23:59:59,Parada Programada
186,A103761A,-1,2022-09-06 00:00:00,2022-09-06 23:59:59,Parada Programada
187,A103958A,-1,2022-09-06 00:00:00,2022-09-06 23:59:59,Parada Programada
188,A104096A,-1,2022-09-05 00:00:00,2022-09-05 23:59:59,Parada Programada
189,A104403D,-1,2022-09-06 00:00:00,2022-09-06 23:59:59,Parada Programada
190,A104715C,-1,2022-09-04 00:00:00,2022-09-04 23:59:59,Parada Programada
191,A104877C,-1,2022-09-04 00:00:00,2022-09-04 23:59:59,Parada Programada
192,A106022A,-1,2022-09-05 00:00:00,2022-09-05 23:59:59,Parada Programada
193,A106058E,-1,2022-09-04 00:00:00,2022-09-04 23:59:59,Parada Programada
194,A119269A,-1,2022-09-06 00:00:00,2022-09-06 23:59:59,Parada Programada
195,A120540A,-1,2022-09-04 00:00:00,2022-09-04 23:59:59,Parada Programada
196,A121944A,-1,2022-09-06 00:00:00,2022-09-06 23:59:59,Parada Programada
197,A123070A,-1,2022-09-06 00:00:00,2022-09-06 23:59:59,Parada Programada
198,A125695C,-1,2022-09-06 00:00:00,2022-09-06 23:59:59,Parada Programada
199,A140758A,-1,2022-09-04 00:00:00,2022-09-04 23:59:59,Parada Programada
